
          s         kW        km/hr
          6.25      N/A       N/A       
          6.30      N/A       N/A       
          6.35      N/A       N/A       
          6.40      N/A       N/A       
          6.45      N/A       N/A       
          6.50      N/A       N/A       
          6.55      N/A       N/A       
          6.60      N/A       N/A       
          6.65      N/A       N/A       
          6.70      N/A       N/A       
          6.75      N/A       N/A       
          6.80      N/A       N/A       
          6.85      N/A       N/A       
          6.90      N/A       N/A       
          6.95      N/A       N/A       
          7.00      N/A       N/A       
          7.05      N/A       N/A       
          7.10      N/A       N/A       
          7.15      N/A       N/A       
          7.20      N/A       N/A       
          7.25      N/A       N/A       
          7.30      N/A       N/A       
          7.35      N/A       N/A       
          7.40      N/A       N/A       
          7.45      N/A       N/A       
          7.50      N/A       N/A       
          7.55      N/A       N/A       
          7.60      N/A       N/A       
          7.65      N/A       N/A       
          7.70      N/A       N/A       
          7.75      N/A       N/A       
          7.80      N/A       N/A       
          7.85      N/A       N/A       
          7.90      N/A       N/A       
          7.95      N/A       N/A       
          8.00      N/A       N/A       
          8.05      N/A       N/A       
          8.10      N/A       N/A       
          8.15      N/A       N/A       
          8.20      N/A       N/A       
          8.25      N/A       N/A       
          8.30      N/A       N/A       
          8.35      N/A       N/A       
          8.40      N/A       N/A       
          8.45      N/A       N/A       
          8.50      N/A       N/A       
          8.55      N/A       N/A       
          8.60      N/A       N/A       
          8.65      N/A       N/A       
          8.70      N/A       N/A       
          8.75      N/A       N/A       
          8.80      N/A       N/A       
          8.85      N/A       N/A       
          8.90      N/A       N/A       
          8.95      N/A       N/A       
          9.00      N/A       N/A       
          9.05      N/A       10.54     
          9.10      N/A       10.79     
          9.15      N/A       11.03     
          9.20      N/A       11.28     
          9.25      N/A       11.53     
          9.30      1.17      11.78     
          9.35      1.15      12.02     
          9.40      1.12      12.27     
          9.45      1.08      12.51     
          9.50      1.05      12.69     
          9.55      1.01      12.85     
          9.60      0.96      13.01     
          9.65      0.93      13.17     
          9.70      0.89      13.33     
          9.75      0.86      13.49     
          9.80      0.83      13.65     
          9.85      0.80      13.81     
          9.90      0.77      13.92     
          9.95      0.74      14.03     
          10.00     0.70      14.13     
          10.05     0.67      14.24     
          10.10     0.64      14.35     
          10.15     0.61      14.46     
          10.20     0.58      14.56     
          10.25     0.55      14.64     
          10.30     0.52      14.70     
          10.35     0.49      14.77     
          10.40     0.46      14.84     
          10.45     0.44      14.90     
          10.50     0.42      14.97     
          10.55     0.41      15.04     
          10.60     0.39      15.08     
          10.65     0.37      15.13     
          10.70     0.37      15.17     
          10.75     0.41      15.22     
          10.80     0.48      15.27     
          10.85     0.57      15.31     
          10.90     0.66      15.37     
          10.95     0.76      15.51     
          11.00     0.85      15.65     
          11.05     0.94      15.79     
          11.10     1.01      15.93     
          11.15     1.07      16.07     
          11.20     1.13      16.22     
          11.25     1.19      16.39     
          11.30     1.26      16.58     
          11.35     1.31      16.76     
          11.40     1.34      16.95     
          11.45     1.34      17.14     
          11.50     1.33      17.33     
          11.55     1.31      17.50     
          11.60     1.30      17.67     
          11.65     1.28      17.84     
          11.70     1.23      18.00     
          11.75     1.17      18.17     
          11.80     1.10      18.34     
          11.85     1.03      18.45     
          11.90     0.95      18.56     
          11.95     0.89      18.66     
          12.00     0.82      18.77     
          12.05     0.77      18.87     
          12.10     0.71      18.97     
          12.15     0.66      19.03     
          12.20     0.60      19.09     
          12.25     0.55      19.16     
          12.30     0.50      19.22     
          12.35     0.45      19.28     
          12.40     0.39      19.31     
          12.45     0.34      19.34     
          12.50     0.30      19.37     
          12.55     0.25      19.39     
          12.60     0.21      19.42     
          12.65     0.17      19.43     
          12.70     0.12      19.43     
          12.75     0.08      19.43     
          12.80     0.04      19.43     
          12.85     0.00      19.43     
          12.90     -0.03     19.41     
          12.95     -0.07     19.39     
          13.00     -0.10     19.36     
          13.05     -0.12     19.33     
          13.10     -0.12     19.30     
          13.15     -0.12     19.28     
          13.20     -0.12     19.25     
          13.25     -0.12     19.22     
          13.30     -0.12     19.19     
          13.35     -0.11     19.16     
          13.40     -0.09     19.14     
          13.45     -0.08     19.12     
          13.50     -0.07     19.10     
          13.55     -0.06     19.08     
          13.60     -0.04     19.06     
          13.65     -0.03     19.04     
          13.70     -0.02     19.02     
          13.75     -0.01     19.01     
          13.80     0.01      19.00     
          13.85     0.03      18.99     
          13.90     0.07      18.98     
          13.95     0.11      18.97     
          14.00     0.15      18.98     
          14.05     0.19      19.00     
          14.10     0.24      19.01     
          14.15     0.30      19.03     
          14.20     0.37      19.05     
          14.25     0.45      19.09     
          14.30     0.52      19.16     
          14.35     0.57      19.22     
          14.40     0.59      19.29     
          14.45     0.60      19.35     
          14.50     0.60      19.42     
          14.55     0.59      19.48     
          14.60     0.59      19.55     
          14.65     0.56      19.61     
          14.70     0.52      19.67     
          14.75     0.47      19.73     
          14.80     0.42      19.77     
          14.85     0.37      19.80     
          14.90     0.34      19.83     
          14.95     0.32      19.86     
          15.00     0.30      19.89     
          15.05     0.29      19.91     
          15.10     0.27      19.93     
          15.15     0.25      19.95     
          15.20     0.23      19.97     
          15.25     0.20      19.99     
          15.30     0.17      20.00     
          15.35     0.14      20.00     
          15.40     0.11      20.01     
          15.45     0.07      20.01     
          15.50     0.03      20.01     
          15.55     -0.01     20.00     
          15.60     -0.06     19.98     
          15.65     -0.09     19.95     
          15.70     -0.12     19.93     
          15.75     -0.14     19.90     
          15.80     -0.17     19.87     
          15.85     -0.19     19.83     
          15.90     -0.21     19.79     
          15.95     -0.21     19.75     
          16.00     -0.21     19.72     
          16.05     -0.21     19.68     
          16.10     -0.21     19.64     
          16.15     -0.21     19.60     
          16.20     -0.21     19.56     
          16.25     -0.20     19.52     
          16.30     -0.20     19.49     
          16.35     -0.20     19.45     
          16.40     -0.20     19.41     
          16.45     -0.20     19.37     
          16.50     -0.20     19.34     
          16.55     -0.20     19.30     
          16.60     -0.19     19.26     
          16.65     -0.19     19.23     
          16.70     -0.19     19.19     
          16.75     -0.19     19.15     
          16.80     -0.19     19.12     
          16.85     -0.19     19.08     
          16.90     -0.19     19.04     
          16.95     -0.19     19.01     
          17.00     -0.18     18.97     
          17.05     -0.17     18.93     
          17.10     -0.15     18.90     
          17.15     -0.14     18.87     
          17.20     -0.12     18.84     
          17.25     -0.10     18.81     
          17.30     -0.06     18.79     
          17.35     -0.03     18.76     
          17.40     0.01      18.75     
          17.45     0.05      18.75     
          17.50     0.09      18.75     
          17.55     0.12      18.75     
          17.60     0.16      18.76     
          17.65     0.19      18.76     
          17.70     0.22      18.78     
          17.75     0.25      18.81     
          17.80     0.27      18.83     
          17.85     0.28      18.85     
          17.90     0.29      18.88     
          17.95     0.29      18.90     
          18.00     0.30      18.93     
          18.05     0.30      18.96     
          18.10     0.30      18.99     
          18.15     0.31      19.02     
          18.20     0.31      19.04     
          18.25     0.31      19.07     
          18.30     0.31      19.10     
          18.35     0.31      19.13     
          18.40     0.31      19.16     
          18.45     0.30      19.19     
          18.50     0.30      19.21     
          18.55     0.30      19.24     
          18.60     0.30      19.27     
          18.65     0.30      19.29     
          18.70     0.31      19.32     
          18.75     0.31      19.35     
          18.80     0.31      19.38     
          18.85     0.31      19.40     
          18.90     0.31      19.43     
          18.95     0.31      19.46     
          19.00     0.31      19.49     
          19.05     0.31      19.52     
          19.10     0.31      19.54     
          19.15     0.31      19.57     
          19.20     0.31      19.60     
          19.25     0.31      19.63     
          19.30     0.31      19.65     
          19.35     0.31      19.68     
          19.40     0.31      19.71     
          19.45     0.31      19.73     
          19.50     0.31      19.76     
          19.55     0.31      19.78     
          19.60     0.31      19.81     
          19.65     0.31      19.84     
          19.70     0.31      19.87     
          19.75     0.31      19.89     
          19.80     0.31      19.92     
          19.85     0.31      19.95     
          19.90     0.31      19.97     
          19.95     0.30      20.00     
          20.00     0.30      20.02     
          20.05     0.29      20.05     
          20.10     0.29      20.07     
          20.15     0.27      20.10     
          20.20     0.25      20.12     
          20.25     0.22      20.14     
          20.30     0.18      20.16     
          20.35     0.15      20.16     
          20.40     0.12      20.16     
          20.45     0.11      20.16     
          20.50     0.10      20.16     
          20.55     0.09      20.16     
          20.60     0.09      20.16     
          20.65     0.09      20.16     
          20.70     0.08      20.16     
          20.75     0.08      20.16     
          20.80     0.09      20.15     
          20.85     0.09      20.15     
          20.90     0.09      20.15     
          20.95     0.09      20.15     
          21.00     0.09      20.15     
          21.05     0.09      20.15     
          21.10     0.09      20.15     
          21.15     0.09      20.15     
          21.20     0.09      20.15     
          21.25     0.09      20.14     
          21.30     0.09      20.14     
          21.35     0.09      20.14     
          21.40     0.09      20.14     
          21.45     0.09      20.14     
          21.50     0.09      20.14     
          21.55     0.09      20.14     
          21.60     0.09      20.14     
          21.65     0.09      20.13     
          21.70     0.09      20.13     
          21.75     0.09      20.13     
          21.80     0.09      20.13     
          21.85     0.09      20.13     
          21.90     0.09      20.13     
          21.95     0.09      20.13     
          22.00     0.09      20.13     
          22.05     0.09      20.13     
          22.10     0.09      20.13     
          22.15     0.09      20.13     
          22.20     0.09      20.13     
          22.25     0.09      20.13     
          22.30     0.09      20.13     
          22.35     0.09      20.12     
          22.40     0.09      20.12     
          22.45     0.09      20.12     
          22.50     0.09      20.12     
          22.55     0.09      20.12     
          22.60     0.09      20.12     
          22.65     0.09      20.12     
          22.70     0.09      20.12     
          22.75     0.09      20.12     
          22.80     0.09      20.12     
          22.85     0.09      20.12     
          22.90     0.09      20.12     
          22.95     0.09      20.12     
          23.00     0.09      20.12     
          23.05     0.09      20.12     
          23.10     0.09      20.12     
          23.15     0.09      20.12     
          23.20     0.09      20.11     
          23.25     0.09      20.11     
          23.30     0.09      20.11     
          23.35     0.09      20.11     
          23.40     0.09      20.11     
          23.45     0.08      20.11     
          23.50     0.08      20.11     
          23.55     0.08      20.11     
          23.60     0.09      20.10     
          23.65     0.09      20.10     
          23.70     0.09      20.10     
          23.75     0.09      20.10     
          23.80     0.09      20.10     
          23.85     0.09      20.10     
          23.90     0.09      20.10     
          23.95     0.09      20.10     
          24.00     0.09      20.10     
          24.05     0.09      20.10     
          24.10     0.09      20.10     
          24.15     0.10      20.10     
          24.20     0.10      20.10     
          24.25     0.10      20.10     
          24.30     0.10      20.10     
          24.35     0.10      20.10     
          24.40     0.10      20.10     
          24.45     0.10      20.10     
          24.50     0.10      20.10     
          24.55     0.10      20.10     
          24.60     0.09      20.10     
          24.65     0.09      20.10     
          24.70     0.09      20.10     
          24.75     0.09      20.09     
          24.80     0.09      20.09     
          24.85     0.09      20.09     
          24.90     0.09      20.09     
          24.95     0.09      20.09     
          25.00     0.09      20.09     
          25.05     0.09      20.09     
          25.10     0.09      20.09     
          25.15     0.09      20.09     
          25.20     0.09      20.09     
          25.25     0.09      20.09     
          25.30     0.09      20.09     
          25.35     0.09      20.09     
          25.40     0.09      20.09     
          25.45     0.09      20.09     
          25.50     0.09      20.08     
          25.55     0.09      20.08     
          25.60     0.09      20.08     
          25.65     0.09      20.08     
          25.70     0.09      20.08     
          25.75     0.09      20.08     
          25.80     0.09      20.08     
          25.85     0.09      20.08     
          25.90     0.09      20.08     
          25.95     0.09      20.08     
          26.00     0.09      20.08     
          26.05     0.09      20.08     
          26.10     0.09      20.08     
          26.15     0.09      20.08     
          26.20     0.09      20.08     
          26.25     0.09      20.07     
          26.30     0.09      20.07     
          26.35     0.10      20.07     
          26.40     0.10      20.07     
          26.45     0.10      20.07     
          26.50     0.10      20.07     
          26.55     0.10      20.07     
          26.60     0.10      20.07     
          26.65     0.10      20.07     
          26.70     0.10      20.07     
          26.75     0.10      20.07     
          26.80     0.10      20.08     
          26.85     0.10      20.08     
          26.90     0.10      20.08     
          26.95     0.10      20.08     
          27.00     0.10      20.08     
          27.05     0.10      20.08     
          27.10     0.10      20.08     
          27.15     0.10      20.08     
          27.20     0.10      20.08     
          27.25     0.10      20.08     
          27.30     0.10      20.08     
          27.35     0.10      20.08     
          27.40     0.10      20.08     
          27.45     0.10      20.08     
          27.50     0.10      20.08     
          27.55     0.10      20.08     
          27.60     0.09      20.08     
          27.65     0.09      20.08     
          27.70     0.09      20.08     
          27.75     0.09      20.08     
          27.80     0.10      20.08     
          27.85     0.10      20.08     
          27.90     0.10      20.08     
          27.95     0.11      20.08     
          28.00     0.11      20.08     
          28.05     0.12      20.08     
          28.10     0.12      20.09     
          28.15     0.13      20.09     
          28.20     0.13      20.09     
          28.25     0.14      20.10     
          28.30     0.14      20.10     
          28.35     0.14      20.11     
          28.40     0.14      20.11     
          28.45     0.14      20.12     
          28.50     0.14      20.13     
          28.55     0.14      20.13     
          28.60     0.14      20.14     
          28.65     0.14      20.14     
          28.70     0.14      20.15     
          28.75     0.14      20.15     
          28.80     0.14      20.16     
          28.85     0.14      20.16     
          28.90     0.14      20.17     
          28.95     0.14      20.18     
          29.00     0.14      20.18     
          29.05     0.14      20.19     
          29.10     0.15      20.19     
          29.15     0.15      20.20     
          29.20     0.15      20.21     
          29.25     0.15      20.21     
          29.30     0.15      20.22     
          29.35     0.14      20.22     
          29.40     0.14      20.23     
          29.45     0.14      20.23     
          29.50     0.14      20.24     
          29.55     0.14      20.24     
          29.60     0.14      20.25     
          29.65     0.14      20.25     
          29.70     0.14      20.26     
          29.75     0.13      20.26     
          29.80     0.13      20.27     
          29.85     0.13      20.27     
          29.90     0.13      20.28     
          29.95     0.13      20.28     
          30.00     0.13      20.28     
          30.05     0.13      20.29     
          30.10     0.14      20.29     
          30.15     0.14      20.30     
          30.20     0.14      20.30     
          30.25     0.14      20.31     
          30.30     0.14      20.31     
          30.35     0.14      20.32     
          30.40     0.14      20.32     
          30.45     0.14      20.33     
          30.50     0.14      20.33     
          30.55     0.14      20.34     
          30.60     0.14      20.35     
          30.65     0.14      20.35     
          30.70     0.14      20.36     
          30.75     0.14      20.36     
          30.80     0.14      20.37     
          30.85     0.14      20.37     
          30.90     0.14      20.38     
          30.95     0.14      20.38     
          31.00     0.14      20.39     
          31.05     0.14      20.39     
          31.10     0.14      20.40     
          31.15     0.14      20.40     
          31.20     0.14      20.41     
          31.25     0.14      20.41     
          31.30     0.14      20.42     
          31.35     0.14      20.42     
          31.40     0.14      20.43     
          31.45     0.14      20.43     
          31.50     0.14      20.44     
          31.55     0.14      20.44     
          31.60     0.14      20.45     
          31.65     0.14      20.45     
          31.70     0.14      20.46     
          31.75     0.14      20.46     
          31.80     0.14      20.47     
          31.85     0.14      20.47     
          31.90     0.14      20.48     
          31.95     0.14      20.48     
          32.00     0.14      20.49     
          32.05     0.14      20.49     
          32.10     0.14      20.50     
          32.15     0.14      20.50     
          32.20     0.14      20.51     
          32.25     0.14      20.51     
          32.30     0.14      20.52     
          32.35     0.14      20.52     
          32.40     0.14      20.53     
          32.45     0.15      20.53     
          32.50     0.15      20.54     
          32.55     0.15      20.55     
          32.60     0.14      20.55     
          32.65     0.14      20.56     
          32.70     0.14      20.56     
          32.75     0.14      20.57     
          32.80     0.14      20.57     
          32.85     0.14      20.58     
          32.90     0.14      20.58     
          32.95     0.14      20.59     
          33.00     0.14      20.59     
          33.05     0.14      20.60     
          33.10     0.14      20.60     
          33.15     0.14      20.61     
          33.20     0.14      20.61     
          33.25     0.14      20.62     
          33.30     0.14      20.62     
          33.35     0.14      20.63     
          33.40     0.14      20.63     
          33.45     0.14      20.64     
          33.50     0.14      20.64     
          33.55     0.14      20.65     
          33.60     0.14      20.65     
          33.65     0.14      20.66     
          33.70     0.13      20.66     
          33.75     0.13      20.67     
          33.80     0.12      20.67     
          33.85     0.11      20.67     
          33.90     0.10      20.67     
          33.95     0.09      20.67     
          34.00     0.07      20.67     
          34.05     0.06      20.66     
          34.10     0.05      20.66     
          34.15     0.04      20.65     
          34.20     0.03      20.64     
          34.25     0.03      20.64     
          34.30     0.02      20.63     
          34.35     0.02      20.62     
          34.40     0.02      20.61     
          34.45     0.02      20.60     
          34.50     0.01      20.59     
          34.55     0.01      20.57     
          34.60     0.01      20.56     
          34.65     0.01      20.55     
          34.70     0.02      20.54     
          34.75     0.02      20.53     
          34.80     0.02      20.52     
          34.85     0.02      20.51     
          34.90     0.02      20.50     
          34.95     0.02      20.49     
          35.00     0.02      20.48     
          35.05     0.02      20.48     
          35.10     0.02      20.47     
          35.15     0.02      20.46     
          35.20     0.02      20.45     
          35.25     0.02      20.44     
          35.30     0.02      20.43     
          35.35     0.02      20.42     
          35.40     0.02      20.41     
          35.45     0.02      20.40     
          35.50     0.02      20.39     
          35.55     0.02      20.38     
          35.60     0.02      20.37     
          35.65     0.02      20.36     
          35.70     0.02      20.35     
          35.75     0.02      20.34     
          35.80     0.02      20.33     
          35.85     0.02      20.32     
          35.90     0.02      20.31     
          35.95     0.02      20.30     
          36.00     0.02      20.29     
          36.05     0.02      20.28     
          36.10     0.02      20.27     
          36.15     0.02      20.26     
          36.20     0.02      20.25     
          36.25     0.02      20.24     
          36.30     0.02      20.23     
          36.35     0.02      20.23     
          36.40     0.02      20.22     
          36.45     0.03      20.21     
          36.50     0.03      20.20     
          36.55     0.03      20.19     
          36.60     0.03      20.18     
          36.65     0.03      20.17     
          36.70     0.03      20.17     
          36.75     0.03      20.16     
          36.80     0.03      20.15     
          36.85     0.03      20.14     
          36.90     0.03      20.13     
          36.95     0.03      20.12     
          37.00     0.03      20.11     
          37.05     0.03      20.10     
          37.10     0.03      20.10     
          37.15     0.03      20.09     
          37.20     0.03      20.08     
          37.25     0.03      20.07     
          37.30     0.03      20.06     
          37.35     0.03      20.05     
          37.40     0.03      20.04     
          37.45     0.03      20.04     
          37.50     0.03      20.03     
          37.55     0.03      20.02     
          37.60     0.03      20.01     
          37.65     0.03      20.00     
          37.70     0.04      19.99     
          37.75     0.04      19.99     
          37.80     0.05      19.98     
          37.85     0.05      19.97     
          37.90     0.06      19.97     
          37.95     0.07      19.96     
          38.00     0.08      19.96     
          38.05     0.08      19.96     
          38.10     0.09      19.96     
          38.15     0.09      19.96     
          38.20     0.09      19.96     
          38.25     0.09      19.96     
          38.30     0.09      19.96     
          38.35     0.09      19.96     
          38.40     0.08      19.96     
          38.45     0.07      19.95     
          38.50     0.06      19.95     
          38.55     0.05      19.95     
          38.60     0.04      19.94     
          38.65     0.04      19.93     
          38.70     0.03      19.92     
          38.75     0.03      19.92     
          38.80     0.03      19.91     
          38.85     0.03      19.90     
          38.90     0.03      19.89     
          38.95     0.03      19.88     
          39.00     0.03      19.88     
          39.05     0.03      19.87     
          39.10     0.03      19.86     
          39.15     0.03      19.85     
          39.20     0.03      19.84     
          39.25     0.03      19.84     
          39.30     0.03      19.83     
          39.35     0.03      19.82     
          39.40     0.03      19.81     
          39.45     0.03      19.80     
          39.50     0.03      19.80     
          39.55     0.03      19.79     
          39.60     0.03      19.78     
          39.65     0.03      19.77     
          39.70     0.03      19.76     
          39.75     0.03      19.76     
          39.80     0.03      19.75     
          39.85     0.03      19.74     
          39.90     0.03      19.73     
          39.95     0.03      19.72     
          40.00     0.03      19.72     
          40.05     0.03      19.71     
          40.10     0.03      19.70     
          40.15     0.04      19.69     
          40.20     0.04      19.69     
          40.25     0.04      19.68     
          40.30     0.03      19.67     
          40.35     0.03      19.66     
          40.40     0.03      19.66     
          40.45     0.03      19.65     
          40.50     0.03      19.64     
          40.55     0.03      19.63     
          40.60     0.03      19.62     
          40.65     0.03      19.62     
          40.70     0.03      19.61     
          40.75     0.03      19.60     
          40.80     0.03      19.59     
          40.85     0.03      19.59     
          40.90     0.03      19.58     
          40.95     0.03      19.57     
          41.00     0.03      19.56     
          41.05     0.03      19.55     
          41.10     0.03      19.55     
          41.15     0.03      19.54     
          41.20     0.03      19.53     
          41.25     0.03      19.52     
          41.30     0.03      19.52     
          41.35     0.03      19.51     
          41.40     0.03      19.50     
          41.45     0.03      19.49     
          41.50     0.03      19.48     
          41.55     0.03      19.48     
          41.60     0.03      19.47     
          41.65     0.03      19.46     
          41.70     0.04      19.45     
          41.75     0.04      19.45     
          41.80     0.04      19.44     
          41.85     0.04      19.43     
          41.90     0.04      19.42     
          41.95     0.04      19.42     
          42.00     0.04      19.41     
          42.05     0.04      19.40     
          42.10     0.04      19.40     
          42.15     0.04      19.39     
          42.20     0.03      19.38     
          42.25     0.03      19.37     
          42.30     0.03      19.37     
          42.35     0.03      19.36     
          42.40     0.03      19.35     
          42.45     0.03      19.34     
          42.50     0.03      19.34     
          42.55     0.03      19.33     
          42.60     0.03      19.32     
          42.65     0.03      19.31     
          42.70     0.03      19.30     
          42.75     0.03      19.30     
          42.80     0.03      19.29     
          42.85     0.03      19.28     
          42.90     0.03      19.27     
          42.95     0.03      19.26     
          43.00     0.03      19.26     
          43.05     0.03      19.25     
          43.10     0.03      19.24     
          43.15     0.03      19.23     
          43.20     0.03      19.23     
          43.25     0.03      19.22     
          43.30     0.03      19.21     
          43.35     0.04      19.21     
          43.40     0.04      19.20     
          43.45     0.04      19.19     
          43.50     0.04      19.18     
          43.55     0.04      19.18     
          43.60     0.04      19.17     
          43.65     0.04      19.16     
          43.70     0.04      19.16     
          43.75     0.04      19.15     
          43.80     0.04      19.14     
          43.85     0.04      19.14     
          43.90     0.04      19.13     
          43.95     0.05      19.12     
          44.00     0.06      19.12     
          44.05     0.07      19.11     
          44.10     0.08      19.11     
          44.15     0.10      19.11     
          44.20     0.11      19.12     
          44.25     0.13      19.12     
          44.30     0.15      19.12     
          44.35     0.16      19.13     
          44.40     0.18      19.14     
          44.45     0.19      19.16     
          44.50     0.20      19.17     
          44.55     0.20      19.19     
          44.60     0.20      19.20     
          44.65     0.20      19.21     
          44.70     0.20      19.23     
          44.75     0.20      19.24     
          44.80     0.20      19.25     
          44.85     0.20      19.27     
          44.90     0.20      19.28     
          44.95     0.20      19.29     
          45.00     0.20      19.31     
          45.05     0.20      19.32     
          45.10     0.20      19.34     
          45.15     0.20      19.35     
          45.20     0.20      19.36     
          45.25     0.20      19.38     
          45.30     0.20      19.39     
          45.35     0.20      19.41     
          45.40     0.20      19.42     
          45.45     0.20      19.43     
          45.50     0.20      19.45     
          45.55     0.20      19.46     
          45.60     0.20      19.47     
          45.65     0.20      19.49     
          45.70     0.19      19.50     
          45.75     0.19      19.51     
          45.80     0.19      19.53     
          45.85     0.20      19.54     
          45.90     0.20      19.55     
          45.95     0.20      19.56     
          46.00     0.20      19.58     
          46.05     0.20      19.59     
          46.10     0.20      19.60     
          46.15     0.20      19.62     
          46.20     0.20      19.63     
          46.25     0.20      19.64     
          46.30     0.20      19.66     
          46.35     0.20      19.67     
          46.40     0.20      19.69     
          46.45     0.20      19.70     
          46.50     0.20      19.71     
          46.55     0.20      19.73     
          46.60     0.20      19.74     
          46.65     0.20      19.75     
          46.70     0.20      19.77     
          46.75     0.20      19.78     
          46.80     0.20      19.79     
          46.85     0.19      19.81     
          46.90     0.19      19.82     
          46.95     0.18      19.83     
          47.00     0.17      19.84     
          47.05     0.16      19.85     
          47.10     0.16      19.86     
          47.15     0.15      19.86     
          47.20     0.15      19.87     
          47.25     0.15      19.88     
          47.30     0.14      19.88     
          47.35     0.14      19.89     
          47.40     0.14      19.89     
          47.45     0.14      19.90     
          47.50     0.14      19.91     
          47.55     0.14      19.91     
          47.60     0.14      19.92     
          47.65     0.13      19.92     
          47.70     0.13      19.93     
          47.75     0.12      19.93     
          47.80     0.12      19.93     
          47.85     0.11      19.93     
          47.90     0.10      19.94     
          47.95     0.09      19.94     
          48.00     0.08      19.94     
          48.05     0.07      19.93     
          48.10     0.07      19.93     
          48.15     0.06      19.92     
          48.20     0.06      19.92     
          48.25     0.06      19.92     
          48.30     0.06      19.91     
          48.35     0.06      19.91     
          48.40     0.06      19.90     
          48.45     0.06      19.90     
          48.50     0.05      19.89     
          48.55     0.05      19.89     
          48.60     0.05      19.88     
          48.65     0.05      19.87     
          48.70     0.05      19.87     
          48.75     0.05      19.86     
          48.80     0.06      19.86     
          48.85     0.06      19.85     
          48.90     0.06      19.85     
          48.95     0.06      19.84     
          49.00     0.06      19.84     
          49.05     0.06      19.83     
          49.10     0.06      19.83     
          49.15     0.06      19.83     
          49.20     0.06      19.82     
          49.25     0.06      19.82     
          49.30     0.06      19.81     
          49.35     0.06      19.81     
          49.40     0.06      19.80     
          49.45     0.06      19.80     
          49.50     0.06      19.79     
          49.55     0.06      19.79     
          49.60     0.06      19.78     
          49.65     0.06      19.78     
