
          s         kW        km/hr
          6.25      N/A       N/A       
          6.30      N/A       N/A       
          6.35      N/A       N/A       
          6.40      N/A       N/A       
          6.45      N/A       N/A       
          6.50      N/A       N/A       
          6.55      N/A       N/A       
          6.60      N/A       N/A       
          6.65      N/A       N/A       
          6.70      N/A       N/A       
          6.75      N/A       N/A       
          6.80      N/A       N/A       
          6.85      N/A       N/A       
          6.90      N/A       N/A       
          6.95      N/A       N/A       
          7.00      N/A       N/A       
          7.05      N/A       N/A       
          7.10      N/A       N/A       
          7.15      N/A       N/A       
          7.20      N/A       N/A       
          7.25      N/A       N/A       
          7.30      N/A       N/A       
          7.35      N/A       N/A       
          7.40      N/A       N/A       
          7.45      N/A       N/A       
          7.50      N/A       N/A       
          7.55      N/A       N/A       
          7.60      N/A       N/A       
          7.65      N/A       N/A       
          7.70      N/A       N/A       
          7.75      N/A       N/A       
          7.80      N/A       N/A       
          7.85      N/A       N/A       
          7.90      N/A       N/A       
          7.95      N/A       N/A       
          8.00      N/A       N/A       
          8.05      N/A       N/A       
          8.10      N/A       N/A       
          8.15      N/A       N/A       
          8.20      N/A       N/A       
          8.25      N/A       N/A       
          8.30      N/A       N/A       
          8.35      N/A       N/A       
          8.40      N/A       N/A       
          8.45      N/A       N/A       
          8.50      N/A       N/A       
          8.55      N/A       N/A       
          8.60      N/A       N/A       
          8.65      N/A       N/A       
          8.70      N/A       N/A       
          8.75      N/A       N/A       
          8.80      N/A       N/A       
          8.85      N/A       N/A       
          8.90      N/A       N/A       
          8.95      N/A       N/A       
          9.00      N/A       N/A       
          9.05      N/A       N/A       
          9.10      N/A       N/A       
          9.15      N/A       N/A       
          9.20      N/A       N/A       
          9.25      N/A       N/A       
          9.30      N/A       N/A       
          9.35      N/A       N/A       
          9.40      N/A       N/A       
          9.45      N/A       N/A       
          9.50      N/A       N/A       
          9.55      N/A       N/A       
          9.60      N/A       N/A       
          9.65      N/A       N/A       
          9.70      N/A       N/A       
          9.75      N/A       N/A       
          9.80      N/A       N/A       
          9.85      N/A       N/A       
          9.90      N/A       N/A       
          9.95      N/A       N/A       
          10.00     N/A       N/A       
          10.05     N/A       N/A       
          10.10     N/A       N/A       
          10.15     N/A       N/A       
          10.20     N/A       N/A       
          10.25     N/A       N/A       
          10.30     N/A       N/A       
          10.35     N/A       N/A       
          10.40     N/A       N/A       
          10.45     N/A       N/A       
          10.50     N/A       N/A       
          10.55     N/A       N/A       
          10.60     N/A       N/A       
          10.65     N/A       N/A       
          10.70     N/A       N/A       
          10.75     N/A       N/A       
          10.80     N/A       N/A       
          10.85     N/A       N/A       
          10.90     N/A       N/A       
          10.95     N/A       N/A       
          11.00     N/A       N/A       
          11.05     N/A       N/A       
          11.10     N/A       N/A       
          11.15     N/A       N/A       
          11.20     N/A       N/A       
          11.25     N/A       N/A       
          11.30     N/A       N/A       
          11.35     N/A       N/A       
          11.40     N/A       N/A       
          11.45     N/A       N/A       
          11.50     N/A       N/A       
          11.55     N/A       N/A       
          11.60     N/A       N/A       
          11.65     N/A       N/A       
          11.70     N/A       N/A       
          11.75     N/A       N/A       
          11.80     N/A       N/A       
          11.85     N/A       N/A       
          11.90     N/A       N/A       
          11.95     N/A       N/A       
          12.00     N/A       N/A       
          12.05     N/A       N/A       
          12.10     N/A       N/A       
          12.15     N/A       N/A       
          12.20     N/A       N/A       
          12.25     N/A       N/A       
          12.30     N/A       N/A       
          12.35     N/A       N/A       
          12.40     N/A       N/A       
          12.45     N/A       N/A       
          12.50     N/A       N/A       
          12.55     N/A       N/A       
          12.60     N/A       N/A       
          12.65     N/A       12.31     
          12.70     N/A       12.65     
          12.75     N/A       12.99     
          12.80     N/A       13.33     
          12.85     1.93      13.67     
          12.90     1.97      14.00     
          12.95     2.02      14.34     
          13.00     2.06      14.68     
          13.05     2.11      15.02     
          13.10     2.15      15.35     
          13.15     2.20      15.69     
          13.20     2.24      16.02     
          13.25     2.28      16.36     
          13.30     2.32      16.70     
          13.35     2.37      17.03     
          13.40     2.41      17.36     
          13.45     2.45      17.69     
          13.50     2.48      18.02     
          13.55     2.51      18.35     
          13.60     2.54      18.68     
          13.65     2.57      19.00     
          13.70     2.59      19.32     
          13.75     2.62      19.64     
          13.80     2.64      19.96     
          13.85     2.65      20.28     
          13.90     2.66      20.59     
          13.95     2.68      20.89     
          14.00     2.69      21.19     
          14.05     2.71      21.50     
          14.10     2.73      21.80     
          14.15     2.75      22.09     
          14.20     2.77      22.39     
          14.25     2.75      22.68     
          14.30     2.72      22.98     
          14.35     2.66      23.26     
          14.40     2.59      23.52     
          14.45     2.49      23.77     
          14.50     2.33      24.02     
          14.55     2.13      24.27     
          14.60     1.91      24.44     
          14.65     1.70      24.59     
          14.70     1.50      24.74     
          14.75     1.31      24.89     
          14.80     1.12      24.99     
          14.85     0.95      25.06     
          14.90     0.80      25.13     
          14.95     0.67      25.21     
          15.00     0.54      25.25     
          15.05     0.43      25.27     
          15.10     0.33      25.30     
          15.15     0.25      25.32     
          15.20     0.18      25.33     
          15.25     0.11      25.32     
          15.30     0.06      25.31     
          15.35     0.02      25.31     
          15.40     0.00      25.30     
          15.45     -0.03     25.28     
          15.50     -0.07     25.26     
          15.55     -0.11     25.24     
          15.60     -0.15     25.22     
          15.65     -0.19     25.19     
          15.70     -0.24     25.15     
          15.75     -0.29     25.12     
          15.80     -0.35     25.08     
          15.85     -0.40     25.02     
          15.90     -0.44     24.96     
          15.95     -0.46     24.91     
          16.00     -0.47     24.85     
          16.05     -0.48     24.79     
          16.10     -0.49     24.73     
          16.15     -0.49     24.66     
          16.20     -0.49     24.60     
          16.25     -0.49     24.54     
          16.30     -0.49     24.48     
          16.35     -0.49     24.42     
          16.40     -0.49     24.35     
          16.45     -0.49     24.29     
          16.50     -0.48     24.23     
          16.55     -0.48     24.17     
          16.60     -0.48     24.11     
          16.65     -0.48     24.04     
          16.70     -0.48     23.98     
          16.75     -0.48     23.92     
          16.80     -0.48     23.86     
          16.85     -0.48     23.79     
          16.90     -0.48     23.73     
          16.95     -0.48     23.67     
          17.00     -0.48     23.61     
          17.05     -0.48     23.54     
          17.10     -0.48     23.48     
          17.15     -0.48     23.42     
          17.20     -0.48     23.35     
          17.25     -0.48     23.29     
          17.30     -0.48     23.22     
          17.35     -0.48     23.16     
          17.40     -0.48     23.10     
          17.45     -0.48     23.03     
          17.50     -0.47     22.97     
          17.55     -0.47     22.91     
          17.60     -0.47     22.84     
          17.65     -0.47     22.78     
          17.70     -0.47     22.72     
          17.75     -0.47     22.65     
          17.80     -0.46     22.59     
          17.85     -0.46     22.53     
          17.90     -0.46     22.46     
          17.95     -0.46     22.40     
          18.00     -0.46     22.34     
          18.05     -0.46     22.27     
          18.10     -0.45     22.21     
          18.15     -0.45     22.15     
          18.20     -0.45     22.08     
          18.25     -0.45     22.02     
          18.30     -0.45     21.96     
          18.35     -0.45     21.90     
          18.40     -0.45     21.83     
          18.45     -0.45     21.77     
          18.50     -0.44     21.71     
          18.55     -0.44     21.64     
          18.60     -0.44     21.58     
          18.65     -0.44     21.52     
          18.70     -0.44     21.45     
          18.75     -0.44     21.39     
          18.80     -0.44     21.33     
          18.85     -0.44     21.26     
          18.90     -0.43     21.20     
          18.95     -0.43     21.14     
          19.00     -0.43     21.08     
          19.05     -0.43     21.01     
          19.10     -0.42     20.95     
          19.15     -0.42     20.89     
          19.20     -0.42     20.83     
          19.25     -0.42     20.76     
          19.30     -0.42     20.70     
          19.35     -0.42     20.64     
          19.40     -0.41     20.58     
          19.45     -0.41     20.52     
          19.50     -0.41     20.45     
          19.55     -0.41     20.39     
          19.60     -0.40     20.33     
          19.65     -0.40     20.27     
          19.70     -0.40     20.21     
          19.75     -0.39     20.15     
          19.80     -0.39     20.09     
          19.85     -0.39     20.03     
          19.90     -0.39     19.97     
          19.95     -0.39     19.91     
          20.00     -0.39     19.85     
          20.05     -0.39     19.78     
          20.10     -0.38     19.72     
          20.15     -0.37     19.66     
          20.20     -0.36     19.61     
          20.25     -0.34     19.55     
          20.30     -0.31     19.49     
          20.35     -0.27     19.44     
          20.40     -0.22     19.38     
          20.45     -0.18     19.36     
          20.50     -0.13     19.33     
          20.55     -0.11     19.31     
          20.60     -0.09     19.28     
          20.65     -0.08     19.26     
          20.70     -0.07     19.24     
          20.75     -0.06     19.22     
          20.80     -0.06     19.20     
          20.85     -0.06     19.18     
          20.90     -0.06     19.16     
          20.95     -0.06     19.14     
          21.00     -0.05     19.12     
          21.05     -0.05     19.10     
          21.10     -0.05     19.08     
          21.15     -0.05     19.07     
          21.20     -0.05     19.05     
          21.25     -0.05     19.03     
          21.30     -0.05     19.01     
          21.35     -0.04     18.99     
          21.40     -0.03     18.97     
          21.45     -0.01     18.95     
          21.50     0.01      18.94     
          21.55     0.03      18.94     
          21.60     0.06      18.93     
          21.65     0.10      18.93     
          21.70     0.15      18.92     
          21.75     0.21      18.92     
          21.80     0.26      18.96     
          21.85     0.31      18.99     
          21.90     0.34      19.02     
          21.95     0.36      19.06     
          22.00     0.37      19.09     
          22.05     0.38      19.13     
          22.10     0.38      19.17     
          22.15     0.39      19.20     
          22.20     0.39      19.24     
          22.25     0.40      19.28     
          22.30     0.40      19.32     
          22.35     0.40      19.36     
          22.40     0.40      19.40     
          22.45     0.40      19.44     
          22.50     0.40      19.48     
          22.55     0.40      19.52     
          22.60     0.40      19.56     
          22.65     0.39      19.59     
          22.70     0.40      19.63     
          22.75     0.40      19.67     
          22.80     0.40      19.71     
          22.85     0.40      19.75     
          22.90     0.40      19.78     
          22.95     0.40      19.82     
          23.00     0.40      19.86     
          23.05     0.40      19.90     
          23.10     0.40      19.94     
          23.15     0.40      19.98     
          23.20     0.40      20.01     
          23.25     0.40      20.05     
          23.30     0.40      20.09     
          23.35     0.40      20.13     
          23.40     0.40      20.17     
          23.45     0.40      20.20     
          23.50     0.40      20.24     
          23.55     0.40      20.28     
          23.60     0.41      20.32     
          23.65     0.41      20.35     
          23.70     0.41      20.39     
          23.75     0.41      20.43     
          23.80     0.41      20.46     
          23.85     0.41      20.50     
          23.90     0.41      20.54     
          23.95     0.41      20.58     
          24.00     0.41      20.61     
          24.05     0.41      20.65     
          24.10     0.41      20.69     
          24.15     0.40      20.72     
          24.20     0.39      20.76     
          24.25     0.37      20.80     
          24.30     0.33      20.83     
          24.35     0.30      20.86     
          24.40     0.26      20.87     
          24.45     0.22      20.89     
          24.50     0.19      20.90     
          24.55     0.15      20.92     
          24.60     0.11      20.92     
          24.65     0.08      20.91     
          24.70     0.05      20.90     
          24.75     0.04      20.90     
          24.80     0.04      20.89     
          24.85     0.03      20.88     
          24.90     0.03      20.87     
          24.95     0.03      20.86     
          25.00     0.03      20.86     
          25.05     0.03      20.85     
          25.10     0.03      20.84     
          25.15     0.03      20.83     
          25.20     0.03      20.82     
          25.25     0.03      20.81     
          25.30     0.03      20.80     
          25.35     0.03      20.79     
          25.40     0.02      20.79     
          25.45     -0.03     20.78     
          25.50     -0.10     20.77     
          25.55     -0.19     20.76     
          25.60     -0.28     20.70     
          25.65     -0.38     20.64     
          25.70     -0.53     20.58     
          25.75     -0.71     20.52     
          25.80     -0.91     20.45     
          25.85     -1.10     20.27     
          25.90     -1.26     20.09     
          25.95     -1.34     19.91     
          26.00     -1.36     19.72     
          26.05     -1.36     19.54     
          26.10     -1.35     19.36     
          26.15     -1.34     19.17     
          26.20     -1.33     18.99     
          26.25     -1.32     18.80     
          26.30     -1.30     18.61     
          26.35     -1.29     18.43     
          26.40     -1.27     18.24     
          26.45     -1.26     18.06     
          26.50     -1.24     17.88     
          26.55     -1.23     17.69     
          26.60     -1.21     17.51     
          26.65     -1.20     17.33     
          26.70     -1.19     17.14     
          26.75     -1.17     16.96     
          26.80     -1.16     16.78     
          26.85     -1.15     16.59     
          26.90     -1.13     16.41     
          26.95     -1.12     16.23     
          27.00     -1.10     16.05     
          27.05     -1.09     15.87     
          27.10     -1.08     15.68     
          27.15     -1.06     15.50     
          27.20     -1.05     15.32     
          27.25     -1.04     15.14     
          27.30     -1.02     14.96     
          27.35     -1.01     14.78     
          27.40     -1.00     14.60     
          27.45     -0.98     14.42     
          27.50     -0.97     14.24     
          27.55     -0.96     14.06     
          27.60     -0.94     13.88     
          27.65     -0.93     13.70     
          27.70     -0.92     13.52     
          27.75     -0.90     13.34     
          27.80     -0.89     13.16     
          27.85     -0.88     12.98     
          27.90     -0.86     12.81     
          27.95     -0.85     12.63     
          28.00     -0.84     12.45     
          28.05     -0.82     12.27     
          28.10     -0.81     12.10     
          28.15     -0.80     11.92     
          28.20     -0.79     11.74     
          28.25     -0.77     11.56     
          28.30     -0.76     11.39     
          28.35     -0.75     11.21     
          28.40     -0.74     11.03     
          28.45     -0.72     10.86     
          28.50     -0.71     10.68     
          28.55     -0.70     10.51     
          28.60     -0.69     10.33     
          28.65     -0.67     10.16     
          28.70     -0.66     9.98      
          28.75     -0.65     9.81      
          28.80     -0.63     9.64      
          28.85     -0.62     9.46      
          28.90     -0.61     9.29      
          28.95     -0.60     9.11      
          29.00     -0.58     8.94      
          29.05     -0.57     8.77      
          29.10     -0.56     8.60      
          29.15     -0.55     8.43      
          29.20     -0.53     8.26      
          29.25     -0.52     8.09      
          29.30     -0.50     7.92      
          29.35     -0.48     7.75      
          29.40     -0.47     7.58      
          29.45     -0.45     7.41      
          29.50     -0.43     7.24      
          29.55     -0.42     7.07      
          29.60     -0.40     6.91      
          29.65     -0.39     6.77      
          29.70     -0.38     6.63      
          29.75     -0.36     6.49      
          29.80     -0.35     6.35      
          29.85     -0.34     6.21      
          29.90     -0.32     6.07      
          29.95     -0.31     5.93      
          30.00     -0.30     5.79      
          30.05     -0.28     5.65      
          30.10     -0.26     5.50      
          30.15     -0.25     5.36      
          30.20     -0.24     5.22      
          30.25     -0.22     5.08      
          30.30     -0.21     4.94      
          30.35     -0.20     4.80      
          30.40     -0.18     4.66      
          30.45     -0.17     4.52      
          30.50     -0.16     4.38      
          30.55     -0.15     4.25      
          30.60     -0.14     4.19      
          30.65     -0.13     4.14      
          30.70     -0.12     4.09      
          30.75     -0.12     4.04      
          30.80     -0.11     3.99      
          30.85     -0.10     3.94      
          30.90     -0.09     3.89      
          30.95     -0.09     3.83      
          31.00     -0.08     3.78      
          31.05     -0.07     3.73      
          31.10     -0.07     3.68      
          31.15     -0.06     3.63      
          31.20     -0.06     3.58      
          31.25     -0.05     3.53      
          31.30     -0.05     3.48      
          31.35     -0.05     3.43      
          31.40     -0.04     3.38      
          31.45     -0.04     3.32      
          31.50     -0.04     3.27      
          31.55     -0.03     3.22      
          31.60     -0.03     3.17      
          31.65     -0.03     3.12      
          31.70     -0.02     3.07      
          31.75     -0.02     3.02      
          31.80     -0.02     2.97      
          31.85     -0.01     2.92      
          31.90     -0.01     2.87      
          31.95     -0.01     2.81      
          32.00     -0.01     2.76      
          32.05     0.00      2.71      
          32.10     0.00      2.66      
          32.15     0.00      2.61      
          32.20     0.00      2.56      
          32.25     0.01      2.51      
          32.30     0.01      2.46      
          32.35     0.01      2.41      
          32.40     0.01      2.36      
          32.45     0.01      2.30      
          32.50     0.01      2.25      
          32.55     0.02      2.20      
          32.60     0.02      2.15      
          32.65     0.02      2.10      
          32.70     0.02      2.05      
          32.75     0.02      2.00      
          32.80     0.02      1.95      
          32.85     0.02      1.90      
          32.90     0.02      1.85      
          32.95     0.03      1.80      
          33.00     0.03      1.74      
          33.05     0.03      1.69      
          33.10     0.03      1.64      
          33.15     0.03      1.59      
          33.20     0.03      1.54      
          33.25     0.03      1.49      
          33.30     0.03      1.44      
          33.35     0.03      1.39      
          33.40     0.03      1.34      
          33.45     0.03      1.29      
          33.50     0.03      1.23      
          33.55     0.03      1.18      
          33.60     0.03      1.13      
          33.65     0.03      1.08      
          33.70     0.03      1.03      
          33.75     0.03      1.03      
          33.80     0.03      1.20      
          33.85     0.04      1.37      
          33.90     0.05      1.54      
          33.95     0.05      1.71      
          34.00     0.06      1.88      
          34.05     0.07      2.04      
          34.10     0.07      2.21      
          34.15     0.08      2.38      
          34.20     0.09      2.55      
          34.25     0.10      2.72      
          34.30     0.11      2.89      
          34.35     0.12      3.06      
          34.40     0.13      3.22      
          34.45     0.14      3.39      
          34.50     0.14      3.56      
          34.55     0.16      3.73      
          34.60     0.17      3.90      
          34.65     0.18      4.07      
          34.70     0.19      4.24      
          34.75     0.20      4.40      
          34.80     0.21      4.57      
          34.85     0.22      4.74      
          34.90     0.23      4.91      
          34.95     0.25      5.08      
          35.00     0.26      5.25      
          35.05     0.27      5.42      
          35.10     0.29      5.58      
          35.15     0.30      5.75      
          35.20     0.31      5.92      
          35.25     0.33      6.09      
          35.30     0.34      6.26      
          35.35     0.36      6.43      
          35.40     0.37      6.60      
          35.45     0.39      6.76      
          35.50     0.40      6.93      
          35.55     0.42      7.10      
          35.60     0.43      7.27      
          35.65     0.45      7.44      
          35.70     0.47      7.61      
          35.75     0.48      7.78      
          35.80     0.50      7.94      
          35.85     0.52      8.11      
          35.90     0.54      8.28      
          35.95     0.56      8.45      
          36.00     0.57      8.62      
          36.05     0.59      8.79      
          36.10     0.61      8.96      
          36.15     0.63      9.12      
          36.20     0.65      9.29      
          36.25     0.67      9.46      
          36.30     0.73      9.63      
          36.35     0.86      9.80      
          36.40     1.06      9.97      
          36.45     1.31      10.14     
          36.50     1.56      10.30     
          36.55     1.84      10.47     
          36.60     2.17      11.01     
          36.65     2.56      11.71     
          36.70     3.00      12.42     
          36.75     3.45      13.12     
          36.80     3.85      13.83     
          36.85     4.17      14.53     
          36.90     4.40      15.24     
          36.95     4.60      15.94     
          37.00     4.80      16.65     
          37.05     5.01      17.35     
          37.10     5.22      18.05     
          37.15     5.43      18.76     
          37.20     5.64      19.46     
          37.25     5.87      20.17     
          37.30     6.10      20.88     
          37.35     6.32      21.59     
          37.40     6.54      22.31     
          37.45     6.75      23.02     
          37.50     6.96      23.74     
          37.55     7.17      24.45     
          37.60     7.37      25.17     
          37.65     7.58      25.88     
          37.70     7.78      26.59     
          37.75     7.98      27.30     
          37.80     8.18      28.01     
          37.85     8.39      28.73     
          37.90     8.59      29.44     
          37.95     8.79      30.14     
          38.00     8.98      30.85     
          38.05     9.17      31.56     
          38.10     9.36      32.27     
          38.15     9.55      32.97     
          38.20     9.73      33.68     
          38.25     9.92      34.38     
          38.30     10.10     35.08     
          38.35     10.27     35.78     
          38.40     10.44     36.47     
          38.45     10.61     37.17     
          38.50     10.79     37.86     
          38.55     10.97     38.55     
          38.60     11.15     39.24     
          38.65     11.33     39.93     
          38.70     11.50     40.62     
          38.75     11.68     41.30     
          38.80     11.84     41.99     
          38.85     11.99     42.67     
          38.90     12.13     43.35     
          38.95     12.24     44.03     
          39.00     12.34     44.70     
          39.05     12.44     45.36     
          39.10     12.56     46.03     
          39.15     12.71     46.68     
          39.20     12.87     47.34     
          39.25     13.03     48.00     
          39.30     13.18     48.66     
          39.35     13.30     49.31     
          39.40     13.40     49.96     
          39.45     13.49     50.61     
          39.50     13.57     51.25     
          39.55     13.64     51.88     
          39.60     13.72     52.52     
          39.65     13.81     53.15     
          39.70     13.91     53.77     
          39.75     14.02     54.39     
          39.80     14.16     55.01     
          39.85     14.31     55.63     
          39.90     14.47     56.25     
          39.95     14.64     56.87     
          40.00     14.81     57.49     
          40.05     14.98     58.11     
          40.10     15.07     58.73     
          40.15     15.01     59.35     
          40.20     14.66     59.96     
          40.25     13.82     60.54     
          40.30     12.45     61.06     
          40.35     10.79     61.53     
          40.40     9.28      61.89     
          40.45     8.28      62.21     
          40.50     7.70      62.51     
          40.55     7.24      62.78     
          40.60     6.60      63.05     
          40.65     5.69      63.27     
          40.70     4.66      63.45     
          40.75     3.70      63.60     
          40.80     3.00      63.70     
          40.85     2.60      63.78     
          40.90     2.36      63.86     
          40.95     2.14      63.93     
          41.00     1.91      63.99     
          41.05     1.72      64.04     
          41.10     1.61      64.08     
          41.15     1.56      64.12     
          41.20     1.50      64.16     
          41.25     1.39      64.20     
          41.30     1.22      64.23     
          41.35     0.99      64.25     
          41.40     0.71      64.27     
          41.45     0.43      64.27     
          41.50     0.19      64.26     
          41.55     0.02      64.25     
          41.60     -0.11     64.22     
          41.65     -0.22     64.20     
          41.70     -0.31     64.17     
          41.75     -0.39     64.14     
          41.80     -0.45     64.10     
          41.85     -0.47     64.06     
          41.90     -0.49     64.02     
          41.95     -0.49     63.99     
          42.00     -0.49     63.95     
          42.05     -0.49     63.91     
          42.10     -0.48     63.87     
          42.15     -0.49     63.83     
          42.20     -0.51     63.79     
          42.25     -0.55     63.76     
          42.30     -0.62     63.71     
          42.35     -0.73     63.67     
          42.40     -0.84     63.62     
          42.45     -0.94     63.56     
          42.50     -1.01     63.51     
          42.55     -1.05     63.45     
          42.60     -1.07     63.39     
          42.65     -1.09     63.32     
          42.70     -1.12     63.26     
          42.75     -1.16     63.20     
          42.80     -1.21     63.13     
          42.85     -1.26     63.07     
          42.90     -1.32     63.00     
          42.95     -1.37     62.92     
          43.00     -1.42     62.85     
          43.05     -1.44     62.77     
          43.10     -1.47     62.70     
          43.15     -1.48     62.62     
          43.20     -1.50     62.54     
          43.25     -1.51     62.46     
          43.30     -1.51     62.38     
          43.35     -1.50     62.30     
          43.40     -1.49     62.23     
          43.45     -1.48     62.15     
          43.50     -1.48     62.07     
          43.55     -1.48     61.99     
          43.60     -1.47     61.91     
          43.65     -1.46     61.84     
          43.70     -1.45     61.76     
          43.75     -1.44     61.68     
          43.80     -1.43     61.61     
          43.85     -1.42     61.53     
          43.90     -1.40     61.45     
          43.95     -1.39     61.38     
          44.00     -1.39     61.30     
          44.05     -1.39     61.23     
          44.10     -1.39     61.15     
          44.15     -1.39     61.08     
          44.20     -1.39     61.00     
          44.25     -1.36     60.93     
          44.30     -1.31     60.85     
          44.35     -1.21     60.78     
          44.40     -1.10     60.72     
          44.45     -1.00     60.66     
          44.50     -0.91     60.60     
          44.55     -0.80     60.54     
          44.60     -0.68     60.49     
          44.65     -0.55     60.45     
          44.70     -0.46     60.41     
          44.75     -0.42     60.38     
          44.80     -0.41     60.34     
          44.85     -0.41     60.31     
          44.90     -0.42     60.27     
          44.95     -0.42     60.23     
          45.00     -0.41     60.20     
          45.05     -0.40     60.16     
          45.10     -0.39     60.13     
          45.15     -0.40     60.09     
          45.20     -0.41     60.06     
          45.25     -0.42     60.02     
          45.30     -0.42     59.99     
          45.35     -0.40     59.95     
          45.40     -0.37     59.92     
          45.45     -0.29     59.88     
          45.50     -0.14     59.85     
          45.55     0.06      59.83     
          45.60     0.27      59.82     
          45.65     0.43      59.82     
          45.70     0.52      59.82     
          45.75     0.55      59.83     
          45.80     0.54      59.83     
          45.85     0.54      59.83     
          45.90     0.54      59.84     
          45.95     0.55      59.84     
          46.00     0.55      59.85     
          46.05     0.55      59.85     
          46.10     0.55      59.85     
          46.15     0.54      59.86     
          46.20     0.53      59.86     
          46.25     0.53      59.87     
          46.30     0.53      59.87     
          46.35     0.55      59.87     
          46.40     0.57      59.88     
          46.45     0.58      59.88     
          46.50     0.57      59.89     
          46.55     0.56      59.89     
          46.60     0.54      59.90     
          46.65     0.53      59.90     
          46.70     0.54      59.90     
          46.75     0.55      59.91     
          46.80     0.55      59.91     
          46.85     0.54      59.92     
          46.90     0.52      59.92     
          46.95     0.50      59.92     
          47.00     0.49      59.92     
          47.05     0.48      59.92     
          47.10     0.48      59.93     
          47.15     0.48      59.93     
          47.20     0.48      59.93     
          47.25     0.48      59.93     
          47.30     0.48      59.93     
          47.35     0.48      59.93     
          47.40     0.49      59.93     
          47.45     0.50      59.94     
          47.50     0.51      59.94     
          47.55     0.50      59.94     
          47.60     0.49      59.94     
          47.65     0.48      59.94     
          47.70     0.49      59.95     
          47.75     0.50      59.95     
          47.80     0.50      59.95     
          47.85     0.50      59.95     
          47.90     0.50      59.95     
          47.95     0.50      59.96     
          48.00     0.49      59.96     
          48.05     0.49      59.96     
          48.10     0.50      59.96     
          48.15     0.51      59.96     
          48.20     0.52      59.97     
          48.25     0.53      59.97     
          48.30     0.53      59.97     
          48.35     0.53      59.98     
          48.40     0.52      59.98     
          48.45     0.52      59.98     
          48.50     0.51      59.98     
          48.55     0.51      59.99     
          48.60     0.51      59.99     
          48.65     0.50      59.99     
