
          s         kW        km/hr
          6.25      N/A       N/A       
          6.30      N/A       N/A       
          6.35      N/A       N/A       
          6.40      N/A       N/A       
          6.45      N/A       N/A       
          6.50      N/A       N/A       
          6.55      N/A       N/A       
          6.60      N/A       N/A       
          6.65      N/A       N/A       
          6.70      N/A       N/A       
          6.75      N/A       N/A       
          6.80      N/A       N/A       
          6.85      N/A       N/A       
          6.90      N/A       N/A       
          6.95      N/A       N/A       
          7.00      N/A       N/A       
          7.05      N/A       N/A       
          7.10      N/A       N/A       
          7.15      N/A       N/A       
          7.20      N/A       N/A       
          7.25      N/A       N/A       
          7.30      N/A       N/A       
          7.35      N/A       N/A       
          7.40      N/A       N/A       
          7.45      N/A       N/A       
          7.50      N/A       N/A       
          7.55      N/A       N/A       
          7.60      N/A       N/A       
          7.65      N/A       N/A       
          7.70      N/A       N/A       
          7.75      N/A       N/A       
          7.80      N/A       N/A       
          7.85      N/A       N/A       
          7.90      N/A       N/A       
          7.95      N/A       N/A       
          8.00      N/A       N/A       
          8.05      N/A       N/A       
          8.10      N/A       N/A       
          8.15      N/A       N/A       
          8.20      N/A       N/A       
          8.25      N/A       N/A       
          8.30      N/A       N/A       
          8.35      N/A       N/A       
          8.40      N/A       N/A       
          8.45      N/A       N/A       
          8.50      N/A       N/A       
          8.55      N/A       N/A       
          8.60      N/A       N/A       
          8.65      N/A       N/A       
          8.70      N/A       N/A       
          8.75      N/A       N/A       
          8.80      N/A       N/A       
          8.85      N/A       N/A       
          8.90      N/A       N/A       
          8.95      N/A       N/A       
          9.00      N/A       N/A       
          9.05      N/A       N/A       
          9.10      N/A       N/A       
          9.15      N/A       N/A       
          9.20      N/A       N/A       
          9.25      N/A       N/A       
          9.30      N/A       N/A       
          9.35      N/A       N/A       
          9.40      N/A       N/A       
          9.45      N/A       N/A       
          9.50      N/A       N/A       
          9.55      N/A       N/A       
          9.60      N/A       N/A       
          9.65      N/A       N/A       
          9.70      N/A       N/A       
          9.75      N/A       N/A       
          9.80      N/A       N/A       
          9.85      N/A       N/A       
          9.90      N/A       N/A       
          9.95      N/A       N/A       
          10.00     N/A       N/A       
          10.05     N/A       N/A       
          10.10     N/A       N/A       
          10.15     N/A       N/A       
          10.20     N/A       8.81      
          10.25     N/A       9.01      
          10.30     N/A       9.21      
          10.35     N/A       9.41      
          10.40     N/A       9.62      
          10.45     N/A       9.82      
          10.50     0.87      10.02     
          10.55     0.88      10.23     
          10.60     0.89      10.43     
          10.65     0.90      10.63     
          10.70     0.91      10.83     
          10.75     0.93      11.03     
          10.80     0.94      11.22     
          10.85     0.95      11.41     
          10.90     0.95      11.61     
          10.95     0.96      11.80     
          11.00     0.96      12.00     
          11.05     0.95      12.19     
          11.10     0.94      12.39     
          11.15     0.94      12.56     
          11.20     0.93      12.72     
          11.25     0.91      12.88     
          11.30     0.90      13.04     
          11.35     0.89      13.19     
          11.40     0.88      13.35     
          11.45     0.87      13.51     
          11.50     0.85      13.67     
          11.55     0.84      13.80     
          11.60     0.83      13.93     
          11.65     0.81      14.06     
          11.70     0.79      14.19     
          11.75     0.77      14.31     
          11.80     0.75      14.44     
          11.85     0.73      14.57     
          11.90     0.71      14.68     
          11.95     0.69      14.77     
          12.00     0.67      14.87     
          12.05     0.65      14.96     
          12.10     0.64      15.05     
          12.15     0.63      15.15     
          12.20     0.63      15.24     
          12.25     0.63      15.33     
          12.30     0.63      15.42     
          12.35     0.63      15.51     
          12.40     0.63      15.60     
          12.45     0.64      15.68     
          12.50     0.64      15.77     
          12.55     0.65      15.86     
          12.60     0.65      15.95     
          12.65     0.66      16.04     
          12.70     0.66      16.13     
          12.75     0.67      16.22     
          12.80     0.68      16.31     
          12.85     0.68      16.40     
          12.90     0.69      16.50     
          12.95     0.69      16.59     
          13.00     0.70      16.68     
          13.05     0.70      16.77     
          13.10     0.70      16.86     
          13.15     0.71      16.96     
          13.20     0.71      17.05     
          13.25     0.71      17.14     
          13.30     0.72      17.23     
          13.35     0.72      17.32     
          13.40     0.72      17.41     
          13.45     0.73      17.50     
          13.50     0.73      17.60     
          13.55     0.73      17.69     
          13.60     0.73      17.78     
          13.65     0.74      17.87     
          13.70     0.74      17.96     
          13.75     0.74      18.05     
          13.80     0.74      18.14     
          13.85     0.74      18.23     
          13.90     0.73      18.32     
          13.95     0.73      18.40     
          14.00     0.72      18.49     
          14.05     0.71      18.58     
          14.10     0.70      18.66     
          14.15     0.70      18.74     
          14.20     0.69      18.82     
          14.25     0.68      18.89     
          14.30     0.67      18.97     
          14.35     0.66      19.05     
          14.40     0.65      19.12     
          14.45     0.64      19.19     
          14.50     0.62      19.26     
          14.55     0.60      19.34     
          14.60     0.57      19.40     
          14.65     0.55      19.46     
          14.70     0.53      19.51     
          14.75     0.51      19.56     
          14.80     0.49      19.62     
          14.85     0.48      19.67     
          14.90     0.45      19.71     
          14.95     0.42      19.75     
          15.00     0.38      19.80     
          15.05     0.33      19.84     
          15.10     0.28      19.88     
          15.15     0.22      19.89     
          15.20     0.17      19.89     
          15.25     0.13      19.89     
          15.30     0.09      19.89     
          15.35     0.07      19.89     
          15.40     0.05      19.88     
          15.45     0.04      19.88     
          15.50     0.03      19.87     
          15.55     0.03      19.86     
          15.60     0.02      19.85     
          15.65     0.02      19.84     
          15.70     0.02      19.83     
          15.75     0.02      19.82     
          15.80     0.02      19.81     
          15.85     0.02      19.80     
          15.90     0.02      19.79     
          15.95     0.02      19.78     
          16.00     0.03      19.77     
          16.05     0.03      19.76     
          16.10     0.03      19.75     
          16.15     0.04      19.75     
          16.20     0.04      19.74     
          16.25     0.04      19.73     
          16.30     0.04      19.73     
          16.35     0.04      19.72     
          16.40     0.04      19.71     
          16.45     0.04      19.71     
          16.50     0.04      19.70     
          16.55     0.04      19.69     
          16.60     0.04      19.69     
          16.65     0.04      19.68     
          16.70     0.04      19.67     
          16.75     0.04      19.67     
          16.80     0.04      19.66     
          16.85     0.04      19.65     
          16.90     0.04      19.65     
          16.95     0.04      19.64     
          17.00     0.04      19.63     
          17.05     0.04      19.63     
          17.10     0.04      19.62     
          17.15     0.04      19.61     
          17.20     0.04      19.60     
          17.25     0.04      19.60     
          17.30     0.04      19.59     
          17.35     0.04      19.58     
          17.40     0.04      19.58     
          17.45     0.04      19.57     
          17.50     0.04      19.56     
          17.55     0.04      19.56     
          17.60     0.04      19.55     
          17.65     0.05      19.55     
          17.70     0.05      19.54     
          17.75     0.05      19.53     
          17.80     0.05      19.53     
          17.85     0.05      19.52     
          17.90     0.05      19.52     
          17.95     0.05      19.51     
          18.00     0.04      19.50     
          18.05     0.04      19.50     
          18.10     0.04      19.49     
          18.15     0.05      19.48     
          18.20     0.05      19.48     
          18.25     0.05      19.47     
          18.30     0.05      19.47     
          18.35     0.05      19.46     
          18.40     0.06      19.46     
          18.45     0.06      19.45     
          18.50     0.06      19.45     
          18.55     0.06      19.44     
          18.60     0.06      19.44     
          18.65     0.05      19.43     
          18.70     0.05      19.43     
          18.75     0.05      19.42     
          18.80     0.05      19.42     
          18.85     0.05      19.41     
          18.90     0.05      19.41     
          18.95     0.05      19.40     
          19.00     0.05      19.40     
          19.05     0.05      19.39     
          19.10     0.06      19.39     
          19.15     0.06      19.38     
          19.20     0.06      19.38     
          19.25     0.06      19.37     
          19.30     0.06      19.37     
          19.35     0.06      19.37     
          19.40     0.06      19.36     
          19.45     0.06      19.36     
          19.50     0.05      19.35     
          19.55     0.05      19.35     
          19.60     0.05      19.34     
          19.65     0.04      19.34     
          19.70     0.04      19.33     
          19.75     0.04      19.32     
          19.80     0.04      19.31     
          19.85     0.04      19.31     
          19.90     0.05      19.30     
          19.95     0.05      19.30     
          20.00     0.05      19.29     
          20.05     0.05      19.29     
          20.10     0.06      19.28     
          20.15     0.06      19.28     
          20.20     0.06      19.27     
          20.25     0.06      19.27     
          20.30     0.06      19.27     
          20.35     0.06      19.26     
          20.40     0.06      19.26     
          20.45     0.06      19.25     
          20.50     0.06      19.25     
          20.55     0.06      19.24     
          20.60     0.06      19.24     
          20.65     0.06      19.23     
          20.70     0.06      19.23     
          20.75     0.06      19.23     
          20.80     0.06      19.22     
          20.85     0.06      19.22     
          20.90     0.06      19.21     
          20.95     0.06      19.21     
          21.00     0.06      19.20     
          21.05     0.06      19.20     
          21.10     0.06      19.19     
          21.15     0.06      19.19     
          21.20     0.06      19.19     
          21.25     0.06      19.18     
          21.30     0.06      19.18     
          21.35     0.06      19.17     
          21.40     0.06      19.17     
          21.45     0.06      19.16     
          21.50     0.05      19.16     
          21.55     0.05      19.15     
          21.60     0.05      19.15     
          21.65     0.05      19.14     
          21.70     0.05      19.14     
          21.75     0.05      19.13     
          21.80     0.05      19.13     
          21.85     0.05      19.12     
          21.90     0.05      19.12     
          21.95     0.05      19.11     
          22.00     0.05      19.11     
          22.05     0.05      19.10     
          22.10     0.05      19.10     
          22.15     0.06      19.09     
          22.20     0.06      19.08     
          22.25     0.05      19.08     
          22.30     0.02      19.07     
          22.35     -0.01     19.07     
          22.40     -0.06     19.07     
          22.45     -0.13     19.06     
          22.50     -0.22     19.04     
          22.55     -0.33     18.97     
          22.60     -0.46     18.90     
          22.65     -0.61     18.83     
          22.70     -0.76     18.75     
          22.75     -0.92     18.68     
          22.80     -1.06     18.50     
          22.85     -1.18     18.30     
          22.90     -1.27     18.09     
          22.95     -1.33     17.89     
          23.00     -1.36     17.69     
          23.05     -1.36     17.48     
          23.10     -1.35     17.28     
          23.15     -1.33     17.07     
          23.20     -1.31     16.87     
          23.25     -1.29     16.66     
          23.30     -1.28     16.46     
          23.35     -1.26     16.25     
          23.40     -1.24     16.05     
          23.45     -1.23     15.85     
          23.50     -1.21     15.65     
          23.55     -1.19     15.44     
          23.60     -1.17     15.24     
          23.65     -1.16     15.04     
          23.70     -1.14     14.84     
          23.75     -1.12     14.63     
          23.80     -1.11     14.43     
          23.85     -1.09     14.23     
          23.90     -1.07     14.03     
          23.95     -1.06     13.83     
          24.00     -1.04     13.63     
          24.05     -1.02     13.43     
          24.10     -1.01     13.23     
          24.15     -0.99     13.03     
          24.20     -0.97     12.83     
          24.25     -0.96     12.63     
          24.30     -0.94     12.44     
          24.35     -0.92     12.24     
          24.40     -0.91     12.04     
          24.45     -0.89     11.84     
          24.50     -0.87     11.65     
          24.55     -0.86     11.45     
          24.60     -0.84     11.25     
          24.65     -0.82     11.06     
          24.70     -0.81     10.86     
          24.75     -0.79     10.67     
          24.80     -0.78     10.47     
          24.85     -0.76     10.28     
          24.90     -0.75     10.08     
          24.95     -0.73     9.89      
          25.00     -0.72     9.70      
          25.05     -0.70     9.50      
          25.10     -0.68     9.31      
          25.15     -0.67     9.12      
          25.20     -0.65     8.93      
          25.25     -0.63     8.73      
          25.30     -0.61     8.54      
          25.35     -0.59     8.35      
          25.40     -0.57     8.16      
          25.45     -0.56     7.97      
          25.50     -0.54     7.78      
          25.55     -0.52     7.60      
          25.60     -0.50     7.43      
          25.65     -0.49     7.26      
          25.70     -0.47     7.09      
          25.75     -0.45     6.92      
          25.80     -0.44     6.75      
          25.85     -0.42     6.58      
          25.90     -0.39     6.41      
          25.95     -0.37     6.24      
          26.00     -0.35     6.07      
          26.05     -0.33     5.90      
          26.10     -0.30     5.73      
          26.15     -0.28     5.56      
          26.20     -0.26     5.39      
          26.25     -0.24     5.22      
          26.30     -0.22     5.05      
          26.35     -0.21     4.88      
          26.40     -0.19     4.79      
          26.45     -0.18     4.74      
          26.50     -0.16     4.68      
          26.55     -0.15     4.63      
          26.60     -0.14     4.58      
          26.65     -0.13     4.52      
          26.70     -0.12     4.47      
          26.75     -0.11     4.42      
          26.80     -0.10     4.37      
          26.85     -0.09     4.31      
          26.90     -0.08     4.26      
          26.95     -0.07     4.21      
          27.00     -0.07     4.15      
          27.05     -0.06     4.10      
          27.10     -0.06     4.05      
          27.15     -0.06     4.00      
          27.20     -0.06     3.94      
          27.25     -0.05     3.89      
          27.30     -0.05     3.84      
          27.35     -0.05     3.78      
          27.40     -0.04     3.73      
          27.45     -0.04     3.68      
          27.50     -0.04     3.63      
          27.55     -0.04     3.57      
          27.60     -0.03     3.52      
          27.65     -0.03     3.47      
          27.70     -0.03     3.41      
          27.75     -0.03     3.36      
          27.80     -0.02     3.31      
          27.85     -0.02     3.25      
          27.90     -0.02     3.20      
          27.95     -0.02     3.15      
          28.00     -0.02     3.10      
          28.05     -0.01     3.04      
          28.10     -0.01     2.99      
          28.15     -0.01     2.94      
          28.20     -0.01     2.88      
          28.25     -0.01     2.83      
          28.30     -0.01     2.78      
          28.35     0.00      2.73      
          28.40     0.00      2.67      
          28.45     0.00      2.62      
          28.50     0.00      2.57      
          28.55     0.00      2.51      
          28.60     0.00      2.46      
          28.65     0.00      2.41      
          28.70     0.01      2.36      
          28.75     0.01      2.30      
          28.80     0.01      2.25      
          28.85     0.01      2.20      
          28.90     0.01      2.14      
          28.95     0.01      2.09      
          29.00     0.01      2.04      
          29.05     0.01      1.99      
          29.10     0.01      1.93      
          29.15     0.01      1.88      
          29.20     0.01      1.83      
          29.25     0.02      1.77      
          29.30     0.02      1.72      
          29.35     0.02      1.67      
          29.40     0.02      1.62      
          29.45     0.02      1.56      
          29.50     0.02      1.51      
          29.55     0.02      1.46      
          29.60     0.02      1.40      
          29.65     0.02      1.35      
          29.70     0.02      1.30      
          29.75     0.02      1.25      
          29.80     0.02      1.19      
          29.85     0.02      1.14      
          29.90     0.02      1.09      
          29.95     0.02      1.03      
          30.00     0.02      0.98      
          30.05     0.02      0.93      
          30.10     0.02      0.88      
          30.15     0.02      0.82      
          30.20     0.02      0.80      
          30.25     0.02      0.93      
          30.30     0.02      1.06      
          30.35     0.03      1.19      
          30.40     0.03      1.32      
          30.45     0.03      1.45      
          30.50     0.04      1.57      
          30.55     0.04      1.70      
          30.60     0.04      1.83      
          30.65     0.05      1.96      
          30.70     0.05      2.09      
          30.75     0.06      2.22      
          30.80     0.06      2.35      
          30.85     0.07      2.48      
          30.90     0.07      2.61      
          30.95     0.08      2.74      
          31.00     0.08      2.87      
          31.05     0.09      3.00      
          31.10     0.09      3.13      
          31.15     0.10      3.26      
          31.20     0.10      3.39      
          31.25     0.11      3.52      
          31.30     0.12      3.65      
          31.35     0.12      3.77      
          31.40     0.13      3.90      
          31.45     0.13      4.03      
          31.50     0.14      4.16      
          31.55     0.15      4.29      
          31.60     0.16      4.42      
          31.65     0.16      4.55      
          31.70     0.17      4.68      
          31.75     0.18      4.81      
          31.80     0.18      4.94      
          31.85     0.19      5.07      
          31.90     0.20      5.20      
          31.95     0.21      5.33      
          32.00     0.22      5.46      
          32.05     0.23      5.59      
          32.10     0.23      5.72      
          32.15     0.24      5.85      
          32.20     0.25      5.97      
          32.25     0.26      6.10      
          32.30     0.27      6.23      
          32.35     0.28      6.36      
          32.40     0.29      6.49      
          32.45     0.30      6.62      
          32.50     0.31      6.75      
          32.55     0.32      6.88      
          32.60     0.33      7.01      
          32.65     0.34      7.14      
          32.70     0.35      7.27      
          32.75     0.36      7.40      
          32.80     0.37      7.53      
          32.85     0.38      7.66      
          32.90     0.39      7.79      
          32.95     0.40      7.92      
          33.00     0.41      8.04      
          33.05     0.42      8.17      
          33.10     0.44      8.30      
          33.15     0.45      8.43      
          33.20     0.45      8.56      
          33.25     0.46      8.69      
          33.30     0.47      8.82      
          33.35     0.49      8.95      
          33.40     0.53      9.08      
          33.45     0.60      9.21      
          33.50     0.69      9.34      
          33.55     0.82      9.47      
          33.60     0.99      9.60      
          33.65     1.20      9.73      
          33.70     1.44      9.86      
          33.75     1.72      10.10     
          33.80     2.03      10.69     
          33.85     2.36      11.33     
          33.90     2.70      11.98     
          33.95     3.03      12.63     
          34.00     3.34      13.27     
          34.05     3.60      13.92     
          34.10     3.83      14.57     
          34.15     4.03      15.21     
          34.20     4.20      15.86     
          34.25     4.36      16.50     
          34.30     4.52      17.14     
          34.35     4.68      17.78     
          34.40     4.85      18.42     
          34.45     5.02      19.06     
          34.50     5.18      19.70     
          34.55     5.35      20.34     
          34.60     5.52      20.98     
          34.65     5.68      21.62     
          34.70     5.83      22.26     
          34.75     5.97      22.89     
          34.80     6.11      23.52     
          34.85     6.23      24.16     
          34.90     6.35      24.79     
          34.95     6.46      25.41     
          35.00     6.57      26.02     
          35.05     6.67      26.62     
          35.10     6.75      27.23     
          35.15     6.81      27.83     
          35.20     6.85      28.42     
          35.25     6.85      29.01     
          35.30     6.84      29.59     
          35.35     6.80      30.14     
          35.40     6.76      30.66     
          35.45     6.72      31.19     
          35.50     6.69      31.70     
          35.55     6.68      32.20     
          35.60     6.68      32.71     
          35.65     6.68      33.20     
          35.70     6.70      33.67     
          35.75     6.72      34.14     
          35.80     6.75      34.61     
          35.85     6.78      35.08     
          35.90     6.82      35.54     
          35.95     6.86      36.00     
          36.00     6.92      36.46     
          36.05     6.97      36.91     
          36.10     7.04      37.36     
          36.15     7.10      37.81     
          36.20     7.17      38.26     
          36.25     7.23      38.71     
          36.30     7.28      39.16     
          36.35     7.33      39.60     
          36.40     7.37      40.05     
          36.45     7.42      40.49     
          36.50     7.46      40.92     
          36.55     7.51      41.35     
          36.60     7.57      41.78     
          36.65     7.64      42.22     
          36.70     7.72      42.65     
          36.75     7.81      43.09     
          36.80     7.90      43.52     
          36.85     8.00      43.95     
          36.90     8.10      44.38     
          36.95     8.20      44.82     
          37.00     8.28      45.26     
          37.05     8.35      45.70     
          37.10     8.42      46.14     
          37.15     8.49      46.57     
          37.20     8.56      47.00     
          37.25     8.65      47.44     
          37.30     8.75      47.88     
          37.35     8.84      48.31     
          37.40     8.91      48.74     
          37.45     8.93      49.18     
          37.50     8.88      49.62     
          37.55     8.77      50.06     
          37.60     8.60      50.48     
          37.65     8.39      50.87     
          37.70     8.16      51.25     
          37.75     7.95      51.62     
          37.80     7.77      51.98     
          37.85     7.64      52.32     
          37.90     7.56      52.66     
          37.95     7.51      52.99     
          38.00     7.50      53.32     
          38.05     7.53      53.65     
          38.10     7.58      53.97     
          38.15     7.65      54.31     
          38.20     7.74      54.64     
          38.25     7.84      54.98     
          38.30     7.95      55.31     
          38.35     8.06      55.64     
          38.40     8.16      55.99     
          38.45     8.26      56.34     
          38.50     8.34      56.69     
          38.55     8.40      57.03     
          38.60     8.45      57.38     
          38.65     8.48      57.72     
          38.70     8.52      58.07     
          38.75     8.56      58.42     
          38.80     8.63      58.76     
          38.85     8.72      59.10     
          38.90     8.83      59.45     
          38.95     8.93      59.80     
          39.00     9.00      60.15     
          39.05     9.03      60.51     
          39.10     9.01      60.86     
          39.15     8.97      61.22     
          39.20     8.91      61.55     
          39.25     8.87      61.89     
          39.30     8.84      62.22     
          39.35     8.81      62.55     
          39.40     8.74      62.87     
          39.45     8.57      63.20     
          39.50     8.30      63.52     
          39.55     7.92      63.84     
          39.60     7.46      64.13     
          39.65     6.97      64.39     
          39.70     6.50      64.61     
          39.75     6.10      64.81     
          39.80     5.77      65.01     
          39.85     5.50      65.21     
          39.90     5.25      65.40     
          39.95     4.97      65.59     
          40.00     4.65      65.74     
          40.05     4.28      65.89     
          40.10     3.92      66.03     
          40.15     3.58      66.15     
          40.20     3.30      66.25     
          40.25     3.10      66.34     
          40.30     2.98      66.43     
          40.35     2.92      66.52     
          40.40     2.89      66.61     
          40.45     2.88      66.70     
          40.50     2.88      66.78     
          40.55     2.87      66.87     
          40.60     2.87      66.95     
          40.65     2.86      67.04     
          40.70     2.85      67.13     
          40.75     2.84      67.21     
          40.80     2.83      67.30     
          40.85     2.82      67.38     
          40.90     2.82      67.46     
          40.95     2.83      67.54     
          41.00     2.82      67.63     
          41.05     2.80      67.71     
          41.10     2.74      67.79     
          41.15     2.64      67.88     
          41.20     2.50      67.96     
          41.25     2.33      68.03     
          41.30     2.14      68.09     
          41.35     1.97      68.14     
          41.40     1.83      68.19     
          41.45     1.72      68.22     
          41.50     1.64      68.26     
          41.55     1.57      68.30     
          41.60     1.52      68.34     
          41.65     1.45      68.38     
          41.70     1.36      68.41     
          41.75     1.26      68.43     
          41.80     1.15      68.46     
          41.85     1.02      68.48     
          41.90     0.89      68.49     
          41.95     0.76      68.50     
          42.00     0.64      68.51     
          42.05     0.54      68.51     
          42.10     0.45      68.50     
          42.15     0.38      68.50     
          42.20     0.32      68.49     
          42.25     0.29      68.48     
          42.30     0.26      68.47     
          42.35     0.24      68.46     
          42.40     0.23      68.44     
          42.45     0.22      68.43     
          42.50     0.22      68.42     
          42.55     0.20      68.41     
          42.60     0.19      68.40     
          42.65     0.16      68.38     
          42.70     0.12      68.37     
          42.75     0.08      68.35     
          42.80     0.02      68.33     
          42.85     -0.03     68.31     
          42.90     -0.08     68.29     
          42.95     -0.13     68.27     
          43.00     -0.18     68.24     
          43.05     -0.22     68.21     
          43.10     -0.26     68.18     
          43.15     -0.30     68.15     
          43.20     -0.34     68.12     
          43.25     -0.37     68.09     
          43.30     -0.40     68.05     
          43.35     -0.42     68.02     
          43.40     -0.43     67.98     
          43.45     -0.44     67.95     
          43.50     -0.45     67.91     
          43.55     -0.46     67.88     
          43.60     -0.48     67.84     
          43.65     -0.50     67.80     
          43.70     -0.53     67.76     
          43.75     -0.56     67.72     
          43.80     -0.59     67.68     
          43.85     -0.61     67.64     
          43.90     -0.62     67.60     
          43.95     -0.62     67.55     
          44.00     -0.63     67.51     
          44.05     -0.63     67.46     
          44.10     -0.64     67.42     
          44.15     -0.66     67.38     
          44.20     -0.69     67.33     
          44.25     -0.73     67.29     
          44.30     -0.78     67.24     
          44.35     -0.84     67.19     
          44.40     -0.91     67.14     
          44.45     -0.98     67.09     
          44.50     -1.05     67.03     
          44.55     -1.13     66.97     
          44.60     -1.22     66.91     
          44.65     -1.30     66.84     
          44.70     -1.38     66.77     
          44.75     -1.45     66.69     
          44.80     -1.50     66.62     
          44.85     -1.52     66.54     
          44.90     -1.53     66.46     
          44.95     -1.53     66.39     
          45.00     -1.53     66.31     
          45.05     -1.52     66.23     
          45.10     -1.52     66.16     
          45.15     -1.51     66.08     
          45.20     -1.51     66.00     
          45.25     -1.50     65.93     
          45.30     -1.49     65.85     
          45.35     -1.48     65.78     
          45.40     -1.47     65.70     
          45.45     -1.46     65.63     
          45.50     -1.46     65.55     
          45.55     -1.47     65.48     
          45.60     -1.47     65.40     
          45.65     -1.47     65.33     
          45.70     -1.47     65.25     
          45.75     -1.47     65.17     
          45.80     -1.47     65.10     
          45.85     -1.46     65.02     
          45.90     -1.45     64.95     
          45.95     -1.44     64.87     
          46.00     -1.43     64.80     
          46.05     -1.43     64.73     
          46.10     -1.42     64.65     
          46.15     -1.42     64.58     
          46.20     -1.41     64.50     
          46.25     -1.41     64.43     
          46.30     -1.40     64.36     
          46.35     -1.39     64.28     
          46.40     -1.39     64.21     
          46.45     -1.38     64.14     
          46.50     -1.38     64.07     
          46.55     -1.37     63.99     
          46.60     -1.36     63.92     
          46.65     -1.36     63.85     
          46.70     -1.35     63.78     
          46.75     -1.35     63.71     
          46.80     -1.35     63.63     
          46.85     -1.35     63.56     
          46.90     -1.35     63.49     
          46.95     -1.35     63.42     
          47.00     -1.34     63.35     
          47.05     -1.34     63.27     
          47.10     -1.33     63.20     
          47.15     -1.32     63.13     
          47.20     -1.31     63.06     
          47.25     -1.30     62.99     
          47.30     -1.29     62.92     
          47.35     -1.28     62.85     
          47.40     -1.28     62.78     
          47.45     -1.27     62.71     
          47.50     -1.27     62.64     
          47.55     -1.26     62.57     
          47.60     -1.26     62.50     
          47.65     -1.26     62.44     
          47.70     -1.25     62.37     
          47.75     -1.25     62.30     
          47.80     -1.26     62.23     
          47.85     -1.26     62.16     
          47.90     -1.26     62.09     
          47.95     -1.26     62.02     
          48.00     -1.26     61.95     
          48.05     -1.25     61.88     
          48.10     -1.24     61.81     
          48.15     -1.22     61.74     
          48.20     -1.22     61.68     
          48.25     -1.22     61.61     
          48.30     -1.23     61.54     
          48.35     -1.24     61.47     
          48.40     -1.22     61.41     
          48.45     -1.17     61.34     
          48.50     -1.07     61.27     
          48.55     -0.92     61.20     
          48.60     -0.75     61.14     
          48.65     -0.56     61.10     
          48.70     -0.38     61.07     
          48.75     -0.24     61.04     
          48.80     -0.14     61.02     
          48.85     -0.10     61.00     
          48.90     -0.08     60.97     
          48.95     -0.09     60.95     
