
          s         kW        km/hr
          6.25      N/A       N/A       
          6.30      N/A       N/A       
          6.35      N/A       N/A       
          6.40      N/A       N/A       
          6.45      N/A       N/A       
          6.50      N/A       N/A       
          6.55      N/A       N/A       
          6.60      N/A       N/A       
          6.65      N/A       N/A       
          6.70      N/A       N/A       
          6.75      N/A       N/A       
          6.80      N/A       N/A       
          6.85      N/A       N/A       
          6.90      N/A       N/A       
          6.95      N/A       N/A       
          7.00      N/A       N/A       
          7.05      N/A       N/A       
          7.10      N/A       N/A       
          7.15      N/A       N/A       
          7.20      N/A       N/A       
          7.25      N/A       N/A       
          7.30      N/A       N/A       
          7.35      N/A       N/A       
          7.40      N/A       N/A       
          7.45      N/A       N/A       
          7.50      N/A       N/A       
          7.55      N/A       N/A       
          7.60      N/A       N/A       
          7.65      N/A       N/A       
          7.70      N/A       N/A       
          7.75      N/A       N/A       
          7.80      N/A       N/A       
          7.85      N/A       N/A       
          7.90      N/A       N/A       
          7.95      N/A       N/A       
          8.00      N/A       N/A       
          8.05      N/A       N/A       
          8.10      N/A       N/A       
          8.15      N/A       N/A       
          8.20      N/A       N/A       
          8.25      N/A       N/A       
          8.30      N/A       N/A       
          8.35      N/A       N/A       
          8.40      N/A       N/A       
          8.45      N/A       N/A       
          8.50      N/A       N/A       
          8.55      N/A       N/A       
          8.60      N/A       N/A       
          8.65      N/A       N/A       
          8.70      N/A       N/A       
          8.75      N/A       N/A       
          8.80      N/A       N/A       
          8.85      N/A       N/A       
          8.90      N/A       N/A       
          8.95      N/A       N/A       
          9.00      N/A       N/A       
          9.05      N/A       N/A       
          9.10      N/A       N/A       
          9.15      N/A       N/A       
          9.20      N/A       N/A       
          9.25      N/A       N/A       
          9.30      N/A       N/A       
          9.35      N/A       N/A       
          9.40      N/A       N/A       
          9.45      N/A       N/A       
          9.50      N/A       N/A       
          9.55      N/A       N/A       
          9.60      N/A       N/A       
          9.65      N/A       N/A       
          9.70      N/A       N/A       
          9.75      N/A       N/A       
          9.80      N/A       N/A       
          9.85      N/A       N/A       
          9.90      N/A       N/A       
          9.95      N/A       N/A       
          10.00     N/A       N/A       
          10.05     N/A       N/A       
          10.10     N/A       N/A       
          10.15     N/A       N/A       
          10.20     N/A       N/A       
          10.25     N/A       N/A       
          10.30     N/A       N/A       
          10.35     N/A       N/A       
          10.40     N/A       N/A       
          10.45     N/A       N/A       
          10.50     N/A       N/A       
          10.55     N/A       N/A       
          10.60     N/A       N/A       
          10.65     N/A       N/A       
          10.70     N/A       N/A       
          10.75     N/A       N/A       
          10.80     N/A       N/A       
          10.85     N/A       N/A       
          10.90     N/A       N/A       
          10.95     N/A       N/A       
          11.00     N/A       N/A       
          11.05     N/A       N/A       
          11.10     N/A       N/A       
          11.15     N/A       N/A       
          11.20     N/A       N/A       
          11.25     N/A       N/A       
          11.30     N/A       N/A       
          11.35     N/A       N/A       
          11.40     N/A       N/A       
          11.45     N/A       N/A       
          11.50     N/A       N/A       
          11.55     N/A       N/A       
          11.60     N/A       N/A       
          11.65     N/A       N/A       
          11.70     N/A       N/A       
          11.75     N/A       N/A       
          11.80     N/A       N/A       
          11.85     N/A       N/A       
          11.90     N/A       N/A       
          11.95     N/A       N/A       
          12.00     N/A       10.56     
          12.05     N/A       10.87     
          12.10     N/A       11.18     
          12.15     N/A       11.49     
          12.20     N/A       11.80     
          12.25     1.55      12.10     
          12.30     1.56      12.41     
          12.35     1.58      12.72     
          12.40     1.59      13.03     
          12.45     1.60      13.31     
          12.50     1.61      13.59     
          12.55     1.61      13.86     
          12.60     1.61      14.13     
          12.65     1.60      14.40     
          12.70     1.57      14.68     
          12.75     1.54      14.95     
          12.80     1.50      15.19     
          12.85     1.46      15.40     
          12.90     1.42      15.60     
          12.95     1.39      15.81     
          13.00     1.37      16.01     
          13.05     1.35      16.22     
          13.10     1.33      16.42     
          13.15     1.32      16.60     
          13.20     1.30      16.77     
          13.25     1.28      16.95     
          13.30     1.25      17.12     
          13.35     1.22      17.30     
          13.40     1.19      17.47     
          13.45     1.16      17.61     
          13.50     1.13      17.75     
          13.55     1.10      17.89     
          13.60     1.08      18.03     
          13.65     1.06      18.17     
          13.70     1.04      18.31     
          13.75     1.03      18.43     
          13.80     1.01      18.55     
          13.85     1.00      18.67     
          13.90     0.99      18.79     
          13.95     0.99      18.91     
          14.00     0.99      19.03     
          14.05     0.99      19.15     
          14.10     0.99      19.26     
          14.15     0.98      19.38     
          14.20     0.98      19.49     
          14.25     0.97      19.61     
          14.30     0.96      19.71     
          14.35     0.94      19.82     
          14.40     0.92      19.93     
          14.45     0.89      20.03     
          14.50     0.86      20.13     
          14.55     0.83      20.22     
          14.60     0.80      20.30     
          14.65     0.78      20.38     
          14.70     0.78      20.47     
          14.75     0.78      20.55     
          14.80     0.79      20.63     
          14.85     0.79      20.71     
          14.90     0.79      20.80     
          14.95     0.80      20.88     
          15.00     0.80      20.96     
          15.05     0.81      21.04     
          15.10     0.81      21.13     
          15.15     0.81      21.21     
          15.20     0.81      21.29     
          15.25     0.81      21.38     
          15.30     0.81      21.46     
          15.35     0.81      21.54     
          15.40     0.81      21.62     
          15.45     0.81      21.70     
          15.50     0.81      21.78     
          15.55     0.81      21.86     
          15.60     0.82      21.94     
          15.65     0.82      22.02     
          15.70     0.83      22.10     
          15.75     0.83      22.18     
          15.80     0.83      22.26     
          15.85     0.80      22.34     
          15.90     0.77      22.42     
          15.95     0.72      22.50     
          16.00     0.67      22.55     
          16.05     0.63      22.61     
          16.10     0.59      22.67     
          16.15     0.56      22.72     
          16.20     0.53      22.77     
          16.25     0.50      22.81     
          16.30     0.49      22.85     
          16.35     0.48      22.89     
          16.40     0.49      22.93     
          16.45     0.49      22.97     
          16.50     0.49      23.01     
          16.55     0.49      23.05     
          16.60     0.49      23.09     
          16.65     0.49      23.13     
          16.70     0.48      23.16     
          16.75     0.47      23.20     
          16.80     0.46      23.24     
          16.85     0.45      23.28     
          16.90     0.44      23.31     
          16.95     0.42      23.35     
          17.00     0.42      23.38     
          17.05     0.41      23.41     
          17.10     0.40      23.44     
          17.15     0.40      23.47     
          17.20     0.39      23.50     
          17.25     0.39      23.53     
          17.30     0.39      23.55     
          17.35     0.39      23.58     
          17.40     0.39      23.61     
          17.45     0.39      23.64     
          17.50     0.39      23.67     
          17.55     0.39      23.70     
          17.60     0.39      23.72     
          17.65     0.40      23.75     
          17.70     0.40      23.78     
          17.75     0.40      23.81     
          17.80     0.40      23.84     
          17.85     0.40      23.87     
          17.90     0.40      23.90     
          17.95     0.40      23.93     
          18.00     0.39      23.95     
          18.05     0.39      23.98     
          18.10     0.39      24.01     
          18.15     0.39      24.04     
          18.20     0.39      24.07     
          18.25     0.39      24.09     
          18.30     0.39      24.12     
          18.35     0.39      24.15     
          18.40     0.39      24.18     
          18.45     0.39      24.21     
          18.50     0.39      24.23     
          18.55     0.40      24.26     
          18.60     0.40      24.29     
          18.65     0.40      24.32     
          18.70     0.40      24.34     
          18.75     0.40      24.37     
          18.80     0.40      24.40     
          18.85     0.40      24.43     
          18.90     0.40      24.46     
          18.95     0.39      24.49     
          19.00     0.39      24.51     
          19.05     0.38      24.54     
          19.10     0.36      24.56     
          19.15     0.34      24.59     
          19.20     0.31      24.61     
          19.25     0.28      24.62     
          19.30     0.26      24.64     
          19.35     0.24      24.65     
          19.40     0.23      24.66     
          19.45     0.21      24.67     
          19.50     0.19      24.68     
          19.55     0.17      24.69     
          19.60     0.14      24.69     
          19.65     0.10      24.69     
          19.70     0.07      24.68     
          19.75     0.05      24.68     
          19.80     0.02      24.67     
          19.85     0.00      24.66     
          19.90     -0.03     24.64     
          19.95     -0.04     24.62     
          20.00     -0.06     24.61     
          20.05     -0.07     24.59     
          20.10     -0.09     24.57     
          20.15     -0.11     24.54     
          20.20     -0.13     24.52     
          20.25     -0.16     24.49     
          20.30     -0.18     24.46     
          20.35     -0.19     24.43     
          20.40     -0.21     24.40     
          20.45     -0.22     24.36     
          20.50     -0.23     24.33     
          20.55     -0.24     24.29     
          20.60     -0.24     24.25     
          20.65     -0.24     24.22     
          20.70     -0.24     24.18     
          20.75     -0.24     24.14     
          20.80     -0.24     24.10     
          20.85     -0.24     24.07     
          20.90     -0.24     24.03     
          20.95     -0.24     23.99     
          21.00     -0.24     23.95     
          21.05     -0.24     23.91     
          21.10     -0.24     23.88     
          21.15     -0.23     23.84     
          21.20     -0.23     23.80     
          21.25     -0.23     23.77     
          21.30     -0.23     23.73     
          21.35     -0.23     23.69     
          21.40     -0.23     23.66     
          21.45     -0.23     23.62     
          21.50     -0.23     23.59     
          21.55     -0.23     23.55     
          21.60     -0.23     23.51     
          21.65     -0.23     23.48     
          21.70     -0.23     23.44     
          21.75     -0.23     23.40     
          21.80     -0.23     23.37     
          21.85     -0.23     23.33     
          21.90     -0.23     23.29     
          21.95     -0.22     23.26     
          22.00     -0.22     23.22     
          22.05     -0.22     23.18     
          22.10     -0.22     23.15     
          22.15     -0.22     23.11     
          22.20     -0.22     23.08     
          22.25     -0.22     23.04     
          22.30     -0.22     23.00     
          22.35     -0.22     22.97     
          22.40     -0.22     22.93     
          22.45     -0.22     22.90     
          22.50     -0.22     22.86     
          22.55     -0.22     22.82     
          22.60     -0.22     22.79     
          22.65     -0.22     22.75     
          22.70     -0.22     22.72     
          22.75     -0.22     22.68     
          22.80     -0.22     22.64     
          22.85     -0.22     22.61     
          22.90     -0.21     22.57     
          22.95     -0.21     22.54     
          23.00     -0.21     22.50     
          23.05     -0.21     22.46     
          23.10     -0.21     22.43     
          23.15     -0.21     22.39     
          23.20     -0.21     22.36     
          23.25     -0.21     22.32     
          23.30     -0.20     22.29     
          23.35     -0.20     22.25     
          23.40     -0.20     22.22     
          23.45     -0.20     22.18     
          23.50     -0.20     22.15     
          23.55     -0.20     22.11     
          23.60     -0.20     22.08     
          23.65     -0.20     22.04     
          23.70     -0.20     22.01     
          23.75     -0.20     21.97     
          23.80     -0.20     21.94     
          23.85     -0.20     21.90     
          23.90     -0.19     21.87     
          23.95     -0.19     21.83     
          24.00     -0.19     21.80     
          24.05     -0.19     21.77     
          24.10     -0.19     21.73     
          24.15     -0.19     21.70     
          24.20     -0.19     21.66     
          24.25     -0.20     21.63     
          24.30     -0.20     21.59     
          24.35     -0.19     21.56     
          24.40     -0.19     21.52     
          24.45     -0.18     21.49     
          24.50     -0.18     21.46     
          24.55     -0.17     21.42     
          24.60     -0.16     21.39     
          24.65     -0.15     21.36     
          24.70     -0.14     21.33     
          24.75     -0.13     21.30     
          24.80     -0.12     21.28     
          24.85     -0.11     21.25     
          24.90     -0.11     21.23     
          24.95     -0.11     21.20     
          25.00     -0.11     21.18     
          25.05     -0.11     21.15     
          25.10     -0.11     21.13     
          25.15     -0.11     21.10     
          25.20     -0.11     21.08     
          25.25     -0.11     21.05     
          25.30     -0.11     21.03     
          25.35     -0.12     21.00     
          25.40     -0.13     20.98     
          25.45     -0.14     20.95     
          25.50     -0.17     20.92     
          25.55     -0.25     20.89     
          25.60     -0.40     20.85     
          25.65     -0.61     20.82     
          25.70     -0.85     20.73     
          25.75     -1.06     20.56     
          25.80     -1.22     20.39     
          25.85     -1.31     20.22     
          25.90     -1.35     20.05     
          25.95     -1.38     19.87     
          26.00     -1.40     19.68     
          26.05     -1.41     19.48     
          26.10     -1.41     19.29     
          26.15     -1.40     19.10     
          26.20     -1.39     18.90     
          26.25     -1.37     18.71     
          26.30     -1.35     18.52     
          26.35     -1.34     18.32     
          26.40     -1.32     18.13     
          26.45     -1.31     17.94     
          26.50     -1.29     17.75     
          26.55     -1.28     17.55     
          26.60     -1.26     17.36     
          26.65     -1.25     17.17     
          26.70     -1.23     16.98     
          26.75     -1.22     16.79     
          26.80     -1.20     16.60     
          26.85     -1.19     16.40     
          26.90     -1.17     16.21     
          26.95     -1.16     16.02     
          27.00     -1.14     15.83     
          27.05     -1.13     15.64     
          27.10     -1.11     15.45     
          27.15     -1.10     15.26     
          27.20     -1.08     15.08     
          27.25     -1.07     14.89     
          27.30     -1.05     14.70     
          27.35     -1.04     14.51     
          27.40     -1.02     14.32     
          27.45     -1.01     14.13     
          27.50     -0.99     13.95     
          27.55     -0.98     13.76     
          27.60     -0.96     13.57     
          27.65     -0.95     13.38     
          27.70     -0.94     13.20     
          27.75     -0.92     13.01     
          27.80     -0.91     12.82     
          27.85     -0.89     12.64     
          27.90     -0.88     12.45     
          27.95     -0.86     12.27     
          28.00     -0.85     12.08     
          28.05     -0.84     11.90     
          28.10     -0.82     11.71     
          28.15     -0.81     11.53     
          28.20     -0.79     11.34     
          28.25     -0.78     11.16     
          28.30     -0.77     10.97     
          28.35     -0.75     10.79     
          28.40     -0.74     10.61     
          28.45     -0.72     10.43     
          28.50     -0.71     10.24     
          28.55     -0.70     10.06     
          28.60     -0.68     9.88      
          28.65     -0.67     9.70      
          28.70     -0.65     9.51      
          28.75     -0.64     9.33      
          28.80     -0.63     9.15      
          28.85     -0.61     8.98      
          28.90     -0.60     8.80      
          28.95     -0.59     8.62      
          29.00     -0.57     8.44      
          29.05     -0.56     8.26      
          29.10     -0.54     8.08      
          29.15     -0.52     7.91      
          29.20     -0.50     7.73      
          29.25     -0.48     7.55      
          29.30     -0.47     7.37      
          29.35     -0.45     7.19      
          29.40     -0.43     7.02      
          29.45     -0.42     6.87      
          29.50     -0.40     6.73      
          29.55     -0.39     6.58      
          29.60     -0.37     6.43      
          29.65     -0.36     6.28      
          29.70     -0.35     6.14      
          29.75     -0.33     5.99      
          29.80     -0.32     5.84      
          29.85     -0.30     5.70      
          29.90     -0.28     5.55      
          29.95     -0.27     5.40      
          30.00     -0.25     5.26      
          30.05     -0.24     5.11      
          30.10     -0.22     4.96      
          30.15     -0.21     4.81      
          30.20     -0.19     4.67      
          30.25     -0.18     4.52      
          30.30     -0.17     4.37      
          30.35     -0.16     4.23      
          30.40     -0.15     4.13      
          30.45     -0.14     4.08      
          30.50     -0.13     4.03      
          30.55     -0.12     3.98      
          30.60     -0.11     3.93      
          30.65     -0.11     3.88      
          30.70     -0.10     3.82      
          30.75     -0.09     3.77      
          30.80     -0.08     3.72      
          30.85     -0.08     3.67      
          30.90     -0.07     3.62      
          30.95     -0.06     3.57      
          31.00     -0.06     3.52      
          31.05     -0.05     3.47      
          31.10     -0.05     3.42      
          31.15     -0.05     3.37      
          31.20     -0.04     3.32      
          31.25     -0.04     3.27      
          31.30     -0.04     3.22      
          31.35     -0.03     3.17      
          31.40     -0.03     3.12      
          31.45     -0.03     3.06      
          31.50     -0.02     3.01      
          31.55     -0.02     2.96      
          31.60     -0.02     2.91      
          31.65     -0.01     2.86      
          31.70     -0.01     2.81      
          31.75     -0.01     2.76      
          31.80     -0.01     2.71      
          31.85     0.00      2.66      
          31.90     0.00      2.61      
          31.95     0.00      2.56      
          32.00     0.00      2.51      
          32.05     0.01      2.46      
          32.10     0.01      2.41      
          32.15     0.01      2.36      
          32.20     0.01      2.31      
          32.25     0.01      2.25      
          32.30     0.02      2.20      
          32.35     0.02      2.15      
          32.40     0.02      2.10      
          32.45     0.02      2.05      
          32.50     0.02      2.00      
          32.55     0.02      1.95      
          32.60     0.02      1.90      
          32.65     0.02      1.85      
          32.70     0.03      1.80      
          32.75     0.03      1.75      
          32.80     0.03      1.70      
          32.85     0.03      1.65      
          32.90     0.03      1.60      
          32.95     0.03      1.55      
          33.00     0.03      1.49      
          33.05     0.03      1.44      
          33.10     0.03      1.39      
          33.15     0.03      1.34      
          33.20     0.03      1.29      
          33.25     0.03      1.24      
          33.30     0.03      1.19      
          33.35     0.03      1.14      
          33.40     0.03      1.09      
          33.45     0.03      1.07      
          33.50     0.04      1.24      
          33.55     0.04      1.41      
          33.60     0.05      1.58      
          33.65     0.06      1.75      
          33.70     0.06      1.92      
          33.75     0.07      2.09      
          33.80     0.08      2.26      
          33.85     0.09      2.43      
          33.90     0.09      2.60      
          33.95     0.10      2.77      
          34.00     0.11      2.94      
          34.05     0.12      3.11      
          34.10     0.13      3.28      
          34.15     0.14      3.45      
          34.20     0.15      3.62      
          34.25     0.16      3.79      
          34.30     0.17      3.96      
          34.35     0.18      4.13      
          34.40     0.20      4.30      
          34.45     0.21      4.47      
          34.50     0.22      4.64      
          34.55     0.23      4.81      
          34.60     0.24      4.98      
          34.65     0.26      5.15      
          34.70     0.27      5.32      
          34.75     0.28      5.49      
          34.80     0.30      5.66      
          34.85     0.31      5.83      
          34.90     0.33      6.00      
          34.95     0.34      6.17      
          35.00     0.36      6.34      
          35.05     0.37      6.51      
          35.10     0.39      6.68      
          35.15     0.40      6.85      
          35.20     0.42      7.02      
          35.25     0.44      7.19      
          35.30     0.46      7.36      
          35.35     0.47      7.53      
          35.40     0.49      7.70      
          35.45     0.51      7.87      
          35.50     0.53      8.04      
          35.55     0.55      8.21      
          35.60     0.56      8.38      
          35.65     0.58      8.55      
          35.70     0.60      8.72      
          35.75     0.62      8.89      
          35.80     0.64      9.06      
          35.85     0.67      9.23      
          35.90     0.75      9.40      
          35.95     0.90      9.57      
          36.00     1.08      9.74      
          36.05     1.29      9.91      
          36.10     1.50      10.08     
          36.15     1.74      10.31     
          36.20     2.03      10.91     
          36.25     2.36      11.54     
          36.30     2.72      12.17     
          36.35     3.07      12.80     
          36.40     3.39      13.43     
          36.45     3.62      14.06     
          36.50     3.80      14.69     
          36.55     3.96      15.32     
          36.60     4.13      15.95     
          36.65     4.30      16.58     
          36.70     4.46      17.21     
          36.75     4.63      17.84     
          36.80     4.79      18.48     
          36.85     4.95      19.11     
          36.90     5.10      19.74     
          36.95     5.26      20.37     
          37.00     5.42      20.99     
          37.05     5.57      21.62     
          37.10     5.73      22.25     
          37.15     5.89      22.87     
          37.20     6.04      23.50     
          37.25     6.20      24.12     
          37.30     6.36      24.75     
          37.35     6.51      25.37     
          37.40     6.67      26.00     
          37.45     6.83      26.62     
          37.50     6.98      27.24     
          37.55     7.14      27.87     
          37.60     7.29      28.49     
          37.65     7.44      29.11     
          37.70     7.58      29.73     
          37.75     7.72      30.35     
          37.80     7.86      30.96     
          37.85     8.00      31.58     
          37.90     8.13      32.19     
          37.95     8.27      32.81     
          38.00     8.41      33.42     
          38.05     8.55      34.03     
          38.10     8.70      34.63     
          38.15     8.84      35.24     
          38.20     8.99      35.85     
          38.25     9.13      36.46     
          38.30     9.27      37.06     
          38.35     9.42      37.67     
          38.40     9.57      38.28     
          38.45     9.71      38.88     
          38.50     9.82      39.49     
          38.55     9.84      40.09     
          38.60     9.76      40.68     
          38.65     9.54      41.25     
          38.70     9.21      41.82     
          38.75     8.88      42.31     
          38.80     8.63      42.80     
          38.85     8.52      43.28     
          38.90     8.51      43.75     
          38.95     8.56      44.21     
          39.00     8.63      44.67     
          39.05     8.71      45.14     
          39.10     8.80      45.60     
          39.15     8.88      46.06     
          39.20     8.97      46.52     
          39.25     9.03      46.99     
          39.30     9.02      47.45     
          39.35     8.86      47.90     
          39.40     8.58      48.34     
          39.45     8.29      48.75     
          39.50     8.07      49.15     
          39.55     7.98      49.53     
          39.60     7.95      49.91     
          39.65     7.90      50.28     
          39.70     7.77      50.66     
          39.75     7.58      51.01     
          39.80     7.40      51.36     
          39.85     7.24      51.69     
          39.90     7.02      52.02     
          39.95     6.63      52.33     
          40.00     6.08      52.63     
          40.05     5.55      52.87     
          40.10     5.23      53.10     
          40.15     5.20      53.32     
          40.20     5.38      53.54     
          40.25     5.66      53.78     
          40.30     5.95      54.03     
          40.35     6.17      54.29     
          40.40     6.33      54.56     
          40.45     6.47      54.83     
          40.50     6.63      55.11     
          40.55     6.80      55.39     
          40.60     6.92      55.68     
          40.65     6.99      55.98     
          40.70     7.03      56.27     
          40.75     7.06      56.56     
          40.80     7.10      56.85     
          40.85     7.14      57.14     
          40.90     7.17      57.44     
          40.95     7.20      57.73     
          41.00     7.23      58.02     
          41.05     7.26      58.31     
          41.10     7.29      58.60     
          41.15     7.33      58.89     
          41.20     7.37      59.18     
          41.25     7.41      59.47     
          41.30     7.44      59.76     
          41.35     7.47      60.05     
          41.40     7.50      60.34     
          41.45     7.54      60.63     
          41.50     7.58      60.92     
          41.55     7.62      61.21     
          41.60     7.65      61.50     
          41.65     7.53      61.79     
          41.70     7.09      62.08     
          41.75     6.26      62.33     
          41.80     5.21      62.54     
          41.85     4.19      62.70     
          41.90     3.34      62.83     
          41.95     2.71      62.93     
          42.00     2.28      63.00     
          42.05     2.05      63.06     
          42.10     1.97      63.12     
          42.15     1.89      63.18     
          42.20     1.65      63.23     
          42.25     1.21      63.28     
          42.30     0.71      63.29     
          42.35     0.33      63.29     
          42.40     0.14      63.27     
          42.45     0.10      63.26     
          42.50     0.11      63.24     
          42.55     0.08      63.23     
          42.60     0.02      63.21     
          42.65     -0.06     63.19     
          42.70     -0.13     63.17     
          42.75     -0.16     63.14     
          42.80     -0.17     63.12     
          42.85     -0.16     63.09     
          42.90     -0.15     63.06     
          42.95     -0.16     63.04     
          43.00     -0.18     63.02     
          43.05     -0.19     62.99     
          43.10     -0.18     62.96     
          43.15     -0.16     62.93     
          43.20     -0.14     62.91     
          43.25     -0.13     62.89     
          43.30     -0.12     62.86     
          43.35     -0.13     62.84     
          43.40     -0.14     62.81     
          43.45     -0.16     62.79     
          43.50     -0.16     62.76     
          43.55     -0.16     62.74     
          43.60     -0.15     62.71     
          43.65     -0.15     62.69     
          43.70     -0.16     62.66     
          43.75     -0.18     62.64     
          43.80     -0.20     62.61     
          43.85     -0.21     62.58     
          43.90     -0.20     62.55     
          43.95     -0.19     62.53     
          44.00     -0.19     62.50     
          44.05     -0.20     62.48     
          44.10     -0.21     62.45     
          44.15     -0.23     62.42     
          44.20     -0.24     62.39     
          44.25     -0.24     62.36     
          44.30     -0.23     62.33     
          44.35     -0.23     62.31     
          44.40     -0.23     62.28     
          44.45     -0.23     62.25     
          44.50     -0.22     62.22     
          44.55     -0.21     62.19     
          44.60     -0.19     62.17     
          44.65     -0.19     62.14     
          44.70     -0.19     62.12     
          44.75     -0.22     62.09     
          44.80     -0.25     62.06     
          44.85     -0.31     62.03     
          44.90     -0.36     62.00     
          44.95     -0.40     61.96     
          45.00     -0.41     61.93     
          45.05     -0.41     61.89     
          45.10     -0.40     61.86     
          45.15     -0.39     61.82     
          45.20     -0.39     61.79     
          45.25     -0.39     61.75     
          45.30     -0.39     61.72     
          45.35     -0.40     61.68     
          45.40     -0.41     61.65     
          45.45     -0.41     61.61     
          45.50     -0.41     61.58     
          45.55     -0.40     61.54     
          45.60     -0.39     61.51     
          45.65     -0.38     61.47     
          45.70     -0.38     61.44     
          45.75     -0.38     61.40     
          45.80     -0.38     61.37     
          45.85     -0.37     61.34     
          45.90     -0.36     61.30     
          45.95     -0.36     61.27     
          46.00     -0.35     61.24     
          46.05     -0.35     61.20     
          46.10     -0.36     61.17     
          46.15     -0.37     61.14     
          46.20     -0.37     61.10     
          46.25     -0.37     61.07     
          46.30     -0.36     61.04     
          46.35     -0.35     61.00     
          46.40     -0.36     60.97     
          46.45     -0.37     60.94     
          46.50     -0.38     60.90     
          46.55     -0.37     60.87     
          46.60     -0.36     60.83     
          46.65     -0.35     60.80     
          46.70     -0.33     60.77     
          46.75     -0.29     60.74     
          46.80     -0.22     60.70     
          46.85     -0.13     60.68     
          46.90     -0.07     60.66     
          46.95     -0.03     60.64     
          47.00     0.00      60.62     
          47.05     0.01      60.60     
          47.10     0.02      60.58     
          47.15     0.01      60.56     
          47.20     0.02      60.55     
          47.25     0.02      60.53     
          47.30     0.03      60.51     
          47.35     0.03      60.49     
          47.40     0.03      60.48     
          47.45     0.03      60.46     
          47.50     0.03      60.44     
          47.55     0.03      60.42     
          47.60     0.03      60.41     
          47.65     0.03      60.39     
          47.70     0.02      60.37     
          47.75     0.02      60.35     
          47.80     0.02      60.33     
          47.85     0.02      60.32     
          47.90     0.02      60.30     
          47.95     0.02      60.28     
          48.00     0.02      60.26     
          48.05     0.03      60.25     
          48.10     0.03      60.23     
          48.15     0.02      60.21     
          48.20     0.03      60.19     
          48.25     0.03      60.18     
          48.30     0.03      60.16     
          48.35     0.03      60.14     
          48.40     0.03      60.12     
          48.45     0.02      60.11     
          48.50     0.00      60.09     
          48.55     -0.01     60.07     
          48.60     -0.02     60.05     
          48.65     -0.02     60.03     
