
          s         kW        km/hr
          6.25      N/A       N/A       
          6.30      N/A       N/A       
          6.35      N/A       N/A       
          6.40      N/A       N/A       
          6.45      N/A       N/A       
          6.50      N/A       N/A       
          6.55      N/A       N/A       
          6.60      N/A       N/A       
          6.65      N/A       N/A       
          6.70      N/A       N/A       
          6.75      N/A       N/A       
          6.80      N/A       N/A       
          6.85      N/A       N/A       
          6.90      N/A       N/A       
          6.95      N/A       N/A       
          7.00      N/A       N/A       
          7.05      N/A       N/A       
          7.10      N/A       N/A       
          7.15      N/A       N/A       
          7.20      N/A       N/A       
          7.25      N/A       N/A       
          7.30      N/A       N/A       
          7.35      N/A       N/A       
          7.40      N/A       N/A       
          7.45      N/A       N/A       
          7.50      N/A       N/A       
          7.55      N/A       N/A       
          7.60      N/A       N/A       
          7.65      N/A       N/A       
          7.70      N/A       N/A       
          7.75      N/A       N/A       
          7.80      N/A       N/A       
          7.85      N/A       N/A       
          7.90      N/A       N/A       
          7.95      N/A       N/A       
          8.00      N/A       N/A       
          8.05      N/A       N/A       
          8.10      N/A       N/A       
          8.15      N/A       N/A       
          8.20      N/A       N/A       
          8.25      N/A       N/A       
          8.30      N/A       N/A       
          8.35      N/A       N/A       
          8.40      N/A       N/A       
          8.45      N/A       N/A       
          8.50      N/A       N/A       
          8.55      N/A       10.91     
          8.60      N/A       11.26     
          8.65      N/A       11.62     
          8.70      N/A       11.98     
          8.75      N/A       12.34     
          8.80      1.90      12.69     
          8.85      1.94      13.05     
          8.90      1.99      13.41     
          8.95      2.04      13.77     
          9.00      2.09      14.12     
          9.05      2.14      14.47     
          9.10      2.19      14.83     
          9.15      2.23      15.18     
          9.20      2.27      15.53     
          9.25      2.30      15.89     
          9.30      2.33      16.24     
          9.35      2.36      16.58     
          9.40      2.39      16.91     
          9.45      2.41      17.25     
          9.50      2.41      17.58     
          9.55      2.40      17.92     
          9.60      2.39      18.25     
          9.65      2.37      18.54     
          9.70      2.34      18.83     
          9.75      2.28      19.12     
          9.80      2.20      19.41     
          9.85      2.09      19.70     
          9.90      1.97      19.94     
          9.95      1.85      20.13     
          10.00     1.75      20.33     
          10.05     1.69      20.53     
          10.10     1.64      20.73     
          10.15     1.59      20.91     
          10.20     1.55      21.07     
          10.25     1.51      21.23     
          10.30     1.48      21.40     
          10.35     1.45      21.56     
          10.40     1.43      21.71     
          10.45     1.40      21.85     
          10.50     1.37      22.00     
          10.55     1.34      22.14     
          10.60     1.31      22.28     
          10.65     1.27      22.41     
          10.70     1.22      22.53     
          10.75     1.15      22.65     
          10.80     1.07      22.77     
          10.85     0.98      22.87     
          10.90     0.88      22.95     
          10.95     0.79      23.02     
          11.00     0.70      23.10     
          11.05     0.62      23.17     
          11.10     0.53      23.20     
          11.15     0.47      23.24     
          11.20     0.42      23.27     
          11.25     0.39      23.30     
          11.30     0.38      23.33     
          11.35     0.36      23.36     
          11.40     0.34      23.38     
          11.45     0.33      23.40     
          11.50     0.31      23.43     
          11.55     0.30      23.44     
          11.60     0.29      23.46     
          11.65     0.27      23.48     
          11.70     0.26      23.50     
          11.75     0.25      23.51     
          11.80     0.24      23.52     
          11.85     0.23      23.53     
          11.90     0.23      23.54     
          11.95     0.23      23.56     
          12.00     0.23      23.57     
          12.05     0.23      23.58     
          12.10     0.23      23.59     
          12.15     0.22      23.60     
          12.20     0.22      23.61     
          12.25     0.22      23.62     
          12.30     0.22      23.63     
          12.35     0.21      23.64     
          12.40     0.21      23.65     
          12.45     0.21      23.66     
          12.50     0.21      23.67     
          12.55     0.21      23.68     
          12.60     0.21      23.69     
          12.65     0.21      23.70     
          12.70     0.21      23.71     
          12.75     0.21      23.72     
          12.80     0.21      23.73     
          12.85     0.21      23.74     
          12.90     0.21      23.75     
          12.95     0.21      23.76     
          13.00     0.21      23.77     
          13.05     0.21      23.77     
          13.10     0.20      23.78     
          13.15     0.18      23.79     
          13.20     0.15      23.80     
          13.25     0.12      23.80     
          13.30     0.09      23.80     
          13.35     0.05      23.79     
          13.40     0.02      23.79     
          13.45     -0.02     23.78     
          13.50     -0.06     23.76     
          13.55     -0.08     23.73     
          13.60     -0.09     23.71     
          13.65     -0.09     23.69     
          13.70     -0.09     23.67     
          13.75     -0.08     23.65     
          13.80     -0.08     23.62     
          13.85     -0.09     23.60     
          13.90     -0.09     23.58     
          13.95     -0.09     23.56     
          14.00     -0.09     23.54     
          14.05     -0.09     23.52     
          14.10     -0.09     23.49     
          14.15     -0.09     23.47     
          14.20     -0.09     23.45     
          14.25     -0.09     23.43     
          14.30     -0.09     23.40     
          14.35     -0.09     23.38     
          14.40     -0.09     23.36     
          14.45     -0.09     23.34     
          14.50     -0.08     23.32     
          14.55     -0.08     23.30     
          14.60     -0.08     23.28     
          14.65     -0.08     23.25     
          14.70     -0.08     23.23     
          14.75     -0.08     23.21     
          14.80     -0.08     23.19     
          14.85     -0.08     23.17     
          14.90     -0.09     23.15     
          14.95     -0.09     23.13     
          15.00     -0.09     23.10     
          15.05     -0.10     23.08     
          15.10     -0.11     23.06     
          15.15     -0.13     23.04     
          15.20     -0.15     23.01     
          15.25     -0.18     22.98     
          15.30     -0.19     22.94     
          15.35     -0.21     22.91     
          15.40     -0.22     22.88     
          15.45     -0.22     22.84     
          15.50     -0.23     22.80     
          15.55     -0.23     22.76     
          15.60     -0.23     22.73     
          15.65     -0.23     22.69     
          15.70     -0.23     22.65     
          15.75     -0.23     22.61     
          15.80     -0.23     22.57     
          15.85     -0.23     22.54     
          15.90     -0.22     22.50     
          15.95     -0.22     22.46     
          16.00     -0.22     22.43     
          16.05     -0.22     22.39     
          16.10     -0.22     22.35     
          16.15     -0.22     22.32     
          16.20     -0.22     22.28     
          16.25     -0.22     22.24     
          16.30     -0.22     22.20     
          16.35     -0.22     22.17     
          16.40     -0.22     22.13     
          16.45     -0.22     22.09     
          16.50     -0.22     22.05     
          16.55     -0.22     22.02     
          16.60     -0.22     21.98     
          16.65     -0.22     21.94     
          16.70     -0.22     21.91     
          16.75     -0.22     21.87     
          16.80     -0.22     21.83     
          16.85     -0.22     21.79     
          16.90     -0.22     21.76     
          16.95     -0.22     21.72     
          17.00     -0.22     21.68     
          17.05     -0.22     21.64     
          17.10     -0.21     21.61     
          17.15     -0.21     21.57     
          17.20     -0.21     21.53     
          17.25     -0.21     21.50     
          17.30     -0.21     21.46     
          17.35     -0.21     21.43     
          17.40     -0.20     21.39     
          17.45     -0.21     21.35     
          17.50     -0.21     21.32     
          17.55     -0.21     21.28     
          17.60     -0.21     21.25     
          17.65     -0.21     21.21     
          17.70     -0.21     21.17     
          17.75     -0.21     21.13     
          17.80     -0.21     21.10     
          17.85     -0.21     21.06     
          17.90     -0.20     21.02     
          17.95     -0.19     20.99     
          18.00     -0.19     20.95     
          18.05     -0.18     20.92     
          18.10     -0.16     20.89     
          18.15     -0.13     20.86     
          18.20     -0.10     20.83     
          18.25     -0.06     20.80     
          18.30     -0.02     20.79     
          18.35     0.01      20.78     
          18.40     0.04      20.77     
          18.45     0.05      20.77     
          18.50     0.06      20.76     
          18.55     0.07      20.76     
          18.60     0.08      20.76     
          18.65     0.08      20.75     
          18.70     0.08      20.75     
          18.75     0.08      20.75     
          18.80     0.08      20.75     
          18.85     0.08      20.74     
          18.90     0.08      20.74     
          18.95     0.08      20.74     
          19.00     0.08      20.74     
          19.05     0.07      20.73     
          19.10     0.07      20.73     
          19.15     0.06      20.73     
          19.20     0.05      20.72     
          19.25     0.04      20.72     
          19.30     0.04      20.71     
          19.35     0.03      20.70     
          19.40     0.02      20.69     
          19.45     0.02      20.68     
          19.50     0.01      20.67     
          19.55     0.01      20.66     
          19.60     0.00      20.65     
          19.65     -0.01     20.64     
          19.70     -0.02     20.62     
          19.75     -0.03     20.61     
          19.80     -0.04     20.59     
          19.85     -0.05     20.57     
          19.90     -0.05     20.56     
          19.95     -0.06     20.54     
          20.00     -0.07     20.52     
          20.05     -0.07     20.50     
          20.10     -0.07     20.48     
          20.15     -0.07     20.45     
          20.20     -0.06     20.43     
          20.25     -0.06     20.41     
          20.30     -0.05     20.40     
          20.35     -0.05     20.38     
          20.40     -0.05     20.36     
          20.45     -0.05     20.34     
          20.50     -0.04     20.33     
          20.55     -0.04     20.31     
          20.60     -0.04     20.29     
          20.65     -0.04     20.27     
          20.70     -0.04     20.26     
          20.75     -0.04     20.24     
          20.80     -0.04     20.22     
          20.85     -0.04     20.20     
          20.90     -0.04     20.19     
          20.95     -0.04     20.17     
          21.00     -0.04     20.15     
          21.05     -0.04     20.13     
          21.10     -0.04     20.12     
          21.15     -0.04     20.10     
          21.20     -0.04     20.08     
          21.25     -0.05     20.07     
          21.30     -0.05     20.05     
          21.35     -0.05     20.03     
          21.40     -0.05     20.01     
          21.45     -0.05     19.99     
          21.50     -0.04     19.98     
          21.55     -0.05     19.96     
          21.60     -0.06     19.94     
          21.65     -0.11     19.92     
          21.70     -0.19     19.91     
          21.75     -0.28     19.88     
          21.80     -0.37     19.81     
          21.85     -0.47     19.73     
          21.90     -0.59     19.66     
          21.95     -0.73     19.59     
          22.00     -0.88     19.51     
          22.05     -1.03     19.34     
          22.10     -1.15     19.17     
          22.15     -1.23     18.99     
          22.20     -1.26     18.81     
          22.25     -1.25     18.64     
          22.30     -1.23     18.46     
          22.35     -1.22     18.28     
          22.40     -1.21     18.10     
          22.45     -1.20     17.92     
          22.50     -1.19     17.75     
          22.55     -1.17     17.57     
          22.60     -1.16     17.39     
          22.65     -1.15     17.22     
          22.70     -1.13     17.04     
          22.75     -1.12     16.86     
          22.80     -1.11     16.69     
          22.85     -1.10     16.51     
          22.90     -1.08     16.33     
          22.95     -1.07     16.16     
          23.00     -1.06     15.98     
          23.05     -1.05     15.81     
          23.10     -1.04     15.63     
          23.15     -1.02     15.46     
          23.20     -1.01     15.28     
          23.25     -1.00     15.11     
          23.30     -0.99     14.93     
          23.35     -0.97     14.76     
          23.40     -0.96     14.58     
          23.45     -0.95     14.41     
          23.50     -0.93     14.23     
          23.55     -0.92     14.06     
          23.60     -0.91     13.89     
          23.65     -0.90     13.71     
          23.70     -0.88     13.54     
          23.75     -0.87     13.37     
          23.80     -0.86     13.19     
          23.85     -0.85     13.02     
          23.90     -0.84     12.85     
          23.95     -0.82     12.68     
          24.00     -0.81     12.50     
          24.05     -0.80     12.33     
          24.10     -0.79     12.16     
          24.15     -0.78     11.99     
          24.20     -0.76     11.82     
          24.25     -0.75     11.65     
          24.30     -0.74     11.48     
          24.35     -0.73     11.30     
          24.40     -0.72     11.14     
          24.45     -0.71     10.97     
          24.50     -0.69     10.80     
          24.55     -0.68     10.63     
          24.60     -0.67     10.46     
          24.65     -0.66     10.29     
          24.70     -0.65     10.12     
          24.75     -0.63     9.95      
          24.80     -0.62     9.78      
          24.85     -0.61     9.61      
          24.90     -0.60     9.44      
          24.95     -0.59     9.28      
          25.00     -0.58     9.11      
          25.05     -0.57     8.94      
          25.10     -0.55     8.78      
          25.15     -0.54     8.61      
          25.20     -0.52     8.44      
          25.25     -0.51     8.28      
          25.30     -0.50     8.11      
          25.35     -0.48     7.94      
          25.40     -0.47     7.77      
          25.45     -0.46     7.61      
          25.50     -0.44     7.46      
          25.55     -0.43     7.31      
          25.60     -0.42     7.16      
          25.65     -0.41     7.01      
          25.70     -0.39     6.86      
          25.75     -0.38     6.71      
          25.80     -0.36     6.56      
          25.85     -0.35     6.41      
          25.90     -0.33     6.26      
          25.95     -0.31     6.11      
          26.00     -0.29     5.95      
          26.05     -0.27     5.80      
          26.10     -0.26     5.65      
          26.15     -0.24     5.50      
          26.20     -0.22     5.35      
          26.25     -0.21     5.20      
          26.30     -0.20     5.11      
          26.35     -0.19     5.04      
          26.40     -0.17     4.98      
          26.45     -0.16     4.91      
          26.50     -0.15     4.84      
          26.55     -0.14     4.78      
          26.60     -0.13     4.71      
          26.65     -0.12     4.65      
          26.70     -0.11     4.58      
          26.75     -0.11     4.52      
          26.80     -0.10     4.45      
          26.85     -0.10     4.38      
          26.90     -0.09     4.32      
          26.95     -0.09     4.25      
          27.00     -0.08     4.19      
          27.05     -0.08     4.12      
          27.10     -0.08     4.05      
          27.15     -0.07     3.99      
          27.20     -0.07     3.92      
          27.25     -0.07     3.86      
          27.30     -0.06     3.79      
          27.35     -0.06     3.72      
          27.40     -0.06     3.66      
          27.45     -0.06     3.59      
          27.50     -0.05     3.53      
          27.55     -0.05     3.46      
          27.60     -0.05     3.40      
          27.65     -0.04     3.33      
          27.70     -0.04     3.26      
          27.75     -0.04     3.20      
          27.80     -0.04     3.13      
          27.85     -0.03     3.07      
          27.90     -0.03     3.00      
          27.95     -0.03     2.93      
          28.00     -0.03     2.87      
          28.05     -0.03     2.80      
          28.10     -0.02     2.74      
          28.15     -0.02     2.67      
          28.20     -0.02     2.60      
          28.25     -0.02     2.54      
          28.30     -0.02     2.47      
          28.35     -0.01     2.41      
          28.40     -0.01     2.34      
          28.45     -0.01     2.27      
          28.50     -0.01     2.21      
          28.55     -0.01     2.14      
          28.60     -0.01     2.08      
          28.65     -0.01     2.01      
          28.70     0.00      1.95      
          28.75     0.00      1.88      
          28.80     0.00      1.81      
          28.85     0.00      1.75      
          28.90     0.00      1.68      
          28.95     0.00      1.62      
          29.00     0.00      1.55      
          29.05     0.00      1.48      
          29.10     0.00      1.42      
          29.15     0.00      1.35      
          29.20     0.00      1.29      
          29.25     0.00      1.22      
          29.30     0.00      1.15      
          29.35     0.01      1.09      
          29.40     0.01      1.02      
          29.45     0.01      0.97      
          29.50     0.01      1.02      
          29.55     0.01      1.10      
          29.60     0.01      1.18      
          29.65     0.01      1.25      
          29.70     0.01      1.33      
          29.75     0.01      1.41      
          29.80     0.01      1.48      
          29.85     0.02      1.56      
          29.90     0.02      1.64      
          29.95     0.02      1.71      
          30.00     0.02      1.79      
          30.05     0.02      1.87      
          30.10     0.03      1.94      
          30.15     0.03      2.02      
          30.20     0.03      2.10      
          30.25     0.03      2.18      
          30.30     0.03      2.25      
          30.35     0.04      2.33      
          30.40     0.04      2.41      
          30.45     0.04      2.48      
          30.50     0.04      2.56      
          30.55     0.05      2.64      
          30.60     0.05      2.71      
          30.65     0.05      2.79      
          30.70     0.06      2.87      
          30.75     0.06      2.94      
          30.80     0.06      3.02      
          30.85     0.07      3.10      
          30.90     0.07      3.17      
          30.95     0.07      3.25      
          31.00     0.08      3.33      
          31.05     0.08      3.40      
          31.10     0.08      3.48      
          31.15     0.09      3.56      
          31.20     0.09      3.63      
          31.25     0.09      3.71      
          31.30     0.10      3.79      
          31.35     0.10      3.86      
          31.40     0.11      3.94      
          31.45     0.11      4.02      
          31.50     0.11      4.09      
          31.55     0.12      4.17      
          31.60     0.12      4.25      
          31.65     0.13      4.32      
          31.70     0.13      4.40      
          31.75     0.14      4.48      
          31.80     0.14      4.55      
          31.85     0.15      4.63      
          31.90     0.15      4.71      
          31.95     0.16      4.78      
          32.00     0.16      4.86      
          32.05     0.17      4.94      
          32.10     0.18      5.01      
          32.15     0.21      5.09      
          32.20     0.27      5.17      
          32.25     0.34      5.24      
          32.30     0.43      5.32      
          32.35     0.51      5.40      
          32.40     0.60      5.47      
          32.45     0.69      5.55      
          32.50     0.78      5.63      
          32.55     0.88      5.70      
          32.60     1.03      5.93      
          32.65     1.22      6.64      
          32.70     1.45      7.36      
          32.75     1.71      8.07      
          32.80     1.99      8.79      
          32.85     2.29      9.51      
          32.90     2.61      10.22     
          32.95     2.96      10.94     
          33.00     3.30      11.66     
          33.05     3.60      12.37     
          33.10     3.85      13.09     
          33.15     4.06      13.80     
          33.20     4.28      14.52     
          33.25     4.49      15.24     
          33.30     4.71      15.96     
          33.35     4.92      16.68     
          33.40     5.14      17.40     
          33.45     5.35      18.12     
          33.50     5.55      18.84     
          33.55     5.76      19.56     
          33.60     5.96      20.27     
          33.65     6.17      20.99     
          33.70     6.37      21.70     
          33.75     6.58      22.42     
          33.80     6.78      23.13     
          33.85     6.99      23.84     
          33.90     7.19      24.56     
          33.95     7.40      25.27     
          34.00     7.61      25.98     
          34.05     7.81      26.69     
          34.10     8.01      27.41     
          34.15     8.21      28.12     
          34.20     8.40      28.82     
          34.25     8.58      29.53     
          34.30     8.76      30.24     
          34.35     8.93      30.94     
          34.40     9.09      31.64     
          34.45     9.25      32.33     
          34.50     9.41      33.03     
          34.55     9.57      33.72     
          34.60     9.73      34.40     
          34.65     9.88      35.09     
          34.70     10.02     35.77     
          34.75     10.15     36.45     
          34.80     10.28     37.12     
          34.85     10.41     37.79     
          34.90     10.55     38.45     
          34.95     10.70     39.12     
          35.00     10.86     39.78     
          35.05     11.03     40.44     
          35.10     11.20     41.10     
          35.15     11.38     41.76     
          35.20     11.55     42.42     
          35.25     11.73     43.08     
          35.30     11.89     43.73     
          35.35     12.06     44.39     
          35.40     12.22     45.05     
          35.45     12.38     45.70     
          35.50     12.52     46.36     
          35.55     12.64     47.01     
          35.60     12.74     47.66     
          35.65     12.84     48.30     
          35.70     12.93     48.94     
          35.75     13.03     49.58     
          35.80     13.13     50.21     
          35.85     13.22     50.84     
          35.90     13.32     51.46     
          35.95     13.44     52.08     
          36.00     13.56     52.70     
          36.05     13.66     53.32     
          36.10     13.74     53.94     
          36.15     13.80     54.55     
          36.20     13.83     55.16     
          36.25     13.84     55.76     
          36.30     13.81     56.35     
          36.35     13.75     56.94     
          36.40     13.71     57.51     
          36.45     13.68     58.08     
          36.50     13.60     58.64     
          36.55     13.27     59.19     
          36.60     12.66     59.73     
          36.65     11.87     60.21     
          36.70     11.19     60.66     
          36.75     10.82     61.08     
          36.80     10.67     61.49     
          36.85     10.44     61.90     
          36.90     9.94      62.30     
          36.95     9.24      62.66     
          37.00     8.61      62.99     
          37.05     8.17      63.29     
          37.10     7.81      63.59     
          37.15     7.30      63.87     
          37.20     6.56      64.12     
          37.25     5.66      64.34     
          37.30     4.81      64.52     
          37.35     4.17      64.66     
          37.40     3.75      64.79     
          37.45     3.40      64.91     
          37.50     2.99      65.02     
          37.55     2.53      65.10     
          37.60     2.16      65.17     
          37.65     1.95      65.22     
          37.70     1.86      65.27     
          37.75     1.77      65.32     
          37.80     1.61      65.37     
          37.85     1.35      65.41     
          37.90     1.04      65.43     
          37.95     0.75      65.45     
          38.00     0.55      65.45     
          38.05     0.42      65.45     
          38.10     0.31      65.44     
          38.15     0.15      65.43     
          38.20     -0.07     65.42     
          38.25     -0.31     65.39     
          38.30     -0.50     65.35     
          38.35     -0.62     65.31     
          38.40     -0.66     65.26     
          38.45     -0.68     65.22     
          38.50     -0.70     65.17     
          38.55     -0.74     65.13     
          38.60     -0.77     65.08     
          38.65     -0.78     65.03     
          38.70     -0.79     64.98     
          38.75     -0.80     64.93     
          38.80     -0.84     64.88     
          38.85     -0.89     64.83     
          38.90     -0.93     64.77     
          38.95     -0.95     64.72     
          39.00     -0.95     64.66     
          39.05     -0.95     64.60     
          39.10     -0.94     64.55     
          39.15     -0.93     64.49     
          39.20     -0.93     64.44     
          39.25     -0.93     64.38     
          39.30     -0.93     64.33     
          39.35     -0.92     64.27     
          39.40     -0.93     64.22     
          39.45     -0.94     64.16     
          39.50     -0.95     64.11     
          39.55     -0.96     64.05     
          39.60     -0.96     63.99     
          39.65     -0.96     63.94     
          39.70     -0.97     63.88     
          39.75     -0.97     63.82     
          39.80     -0.98     63.77     
          39.85     -0.98     63.71     
          39.90     -0.99     63.65     
          39.95     -1.00     63.59     
          40.00     -1.00     63.54     
          40.05     -0.99     63.48     
          40.10     -0.99     63.42     
          40.15     -0.99     63.36     
          40.20     -0.98     63.30     
          40.25     -0.98     63.25     
          40.30     -0.97     63.19     
          40.35     -0.96     63.13     
          40.40     -0.95     63.08     
          40.45     -0.96     63.02     
          40.50     -0.98     62.96     
          40.55     -1.00     62.90     
          40.60     -1.01     62.85     
          40.65     -1.02     62.79     
          40.70     -1.03     62.73     
          40.75     -1.05     62.67     
          40.80     -1.07     62.61     
          40.85     -1.09     62.54     
          40.90     -1.09     62.48     
          40.95     -1.08     62.42     
          41.00     -1.07     62.36     
          41.05     -1.06     62.30     
          41.10     -1.07     62.23     
          41.15     -1.08     62.17     
          41.20     -1.09     62.11     
          41.25     -1.09     62.05     
          41.30     -1.09     61.99     
          41.35     -1.08     61.92     
          41.40     -1.10     61.86     
          41.45     -1.14     61.80     
          41.50     -1.19     61.73     
          41.55     -1.24     61.66     
          41.60     -1.27     61.59     
          41.65     -1.27     61.52     
          41.70     -1.26     61.45     
          41.75     -1.27     61.38     
          41.80     -1.27     61.31     
          41.85     -1.28     61.24     
          41.90     -1.29     61.17     
          41.95     -1.29     61.10     
          42.00     -1.29     61.03     
          42.05     -1.28     60.96     
          42.10     -1.27     60.89     
          42.15     -1.24     60.82     
          42.20     -1.14     60.75     
          42.25     -0.90     60.68     
          42.30     -0.55     60.64     
          42.35     -0.18     60.60     
          42.40     0.09      60.59     
          42.45     0.23      60.58     
          42.50     0.26      60.57     
          42.55     0.25      60.56     
          42.60     0.24      60.55     
          42.65     0.23      60.54     
          42.70     0.23      60.53     
          42.75     0.23      60.52     
          42.80     0.24      60.51     
          42.85     0.24      60.51     
          42.90     0.24      60.50     
          42.95     0.24      60.49     
          43.00     0.25      60.48     
          43.05     0.26      60.47     
          43.10     0.28      60.46     
          43.15     0.27      60.46     
          43.20     0.23      60.45     
          43.25     0.15      60.44     
          43.30     0.05      60.42     
          43.35     -0.04     60.41     
          43.40     -0.12     60.38     
          43.45     -0.18     60.36     
          43.50     -0.22     60.33     
          43.55     -0.25     60.30     
          43.60     -0.27     60.27     
          43.65     -0.28     60.24     
          43.70     -0.28     60.21     
          43.75     -0.29     60.18     
          43.80     -0.30     60.15     
          43.85     -0.30     60.12     
          43.90     -0.30     60.09     
          43.95     -0.30     60.06     
          44.00     -0.30     60.03     
          44.05     -0.29     60.00     
          44.10     -0.28     59.97     
          44.15     -0.28     59.94     
          44.20     -0.29     59.91     
          44.25     -0.31     59.87     
          44.30     -0.33     59.84     
          44.35     -0.32     59.81     
          44.40     -0.31     59.78     
          44.45     -0.30     59.75     
          44.50     -0.29     59.72     
          44.55     -0.29     59.69     
          44.60     -0.29     59.66     
          44.65     -0.29     59.63     
          44.70     -0.29     59.59     
          44.75     -0.28     59.56     
          44.80     -0.27     59.53     
          44.85     -0.27     59.50     
          44.90     -0.27     59.47     
          44.95     -0.27     59.44     
          45.00     -0.28     59.41     
          45.05     -0.29     59.38     
          45.10     -0.28     59.35     
          45.15     -0.28     59.32     
          45.20     -0.28     59.29     
          45.25     -0.28     59.26     
          45.30     -0.29     59.23     
          45.35     -0.30     59.20     
          45.40     -0.30     59.17     
          45.45     -0.30     59.14     
          45.50     -0.29     59.11     
          45.55     -0.28     59.08     
          45.60     -0.28     59.05     
          45.65     -0.28     59.02     
          45.70     -0.28     58.99     
          45.75     -0.28     58.96     
          45.80     -0.27     58.93     
          45.85     -0.24     58.90     
          45.90     -0.16     58.87     
          45.95     -0.01     58.85     
          46.00     0.19      58.83     
          46.05     0.39      58.83     
          46.10     0.54      58.83     
          46.15     0.63      58.84     
          46.20     0.67      58.85     
          46.25     0.69      58.86     
          46.30     0.70      58.87     
          46.35     0.69      58.88     
          46.40     0.68      58.89     
          46.45     0.68      58.90     
          46.50     0.68      58.91     
          46.55     0.69      58.92     
          46.60     0.69      58.93     
          46.65     0.68      58.94     
          46.70     0.67      58.95     
          46.75     0.67      58.96     
          46.80     0.67      58.97     
          46.85     0.68      58.98     
          46.90     0.69      58.99     
          46.95     0.70      59.00     
          47.00     0.70      59.01     
          47.05     0.69      59.02     
          47.10     0.68      59.03     
          47.15     0.69      59.04     
          47.20     0.69      59.05     
          47.25     0.70      59.06     
          47.30     0.70      59.08     
          47.35     0.69      59.09     
          47.40     0.67      59.10     
          47.45     0.66      59.11     
          47.50     0.66      59.12     
          47.55     0.67      59.12     
          47.60     0.69      59.13     
          47.65     0.69      59.15     
          47.70     0.69      59.16     
          47.75     0.68      59.17     
          47.80     0.68      59.18     
          47.85     0.68      59.19     
          47.90     0.68      59.20     
          47.95     0.70      59.21     
          48.00     0.71      59.22     
          48.05     0.72      59.23     
          48.10     0.71      59.24     
          48.15     0.70      59.25     
          48.20     0.69      59.26     
          48.25     0.69      59.27     
          48.30     0.69      59.28     
          48.35     0.70      59.29     
