
          s         kW        km/hr
          6.25      N/A       N/A       
          6.30      N/A       N/A       
          6.35      N/A       N/A       
          6.40      N/A       N/A       
          6.45      N/A       N/A       
          6.50      N/A       N/A       
          6.55      N/A       N/A       
          6.60      N/A       N/A       
          6.65      N/A       N/A       
          6.70      N/A       N/A       
          6.75      N/A       N/A       
          6.80      N/A       N/A       
          6.85      N/A       N/A       
          6.90      N/A       N/A       
          6.95      N/A       N/A       
          7.00      N/A       N/A       
          7.05      N/A       N/A       
          7.10      N/A       N/A       
          7.15      N/A       N/A       
          7.20      N/A       N/A       
          7.25      N/A       N/A       
          7.30      N/A       N/A       
          7.35      N/A       N/A       
          7.40      N/A       N/A       
          7.45      N/A       N/A       
          7.50      N/A       N/A       
          7.55      N/A       N/A       
          7.60      N/A       N/A       
          7.65      N/A       N/A       
          7.70      N/A       N/A       
          7.75      N/A       N/A       
          7.80      N/A       N/A       
          7.85      N/A       N/A       
          7.90      N/A       N/A       
          7.95      N/A       N/A       
          8.00      N/A       N/A       
          8.05      N/A       N/A       
          8.10      N/A       N/A       
          8.15      N/A       N/A       
          8.20      N/A       N/A       
          8.25      N/A       N/A       
          8.30      N/A       N/A       
          8.35      N/A       N/A       
          8.40      N/A       N/A       
          8.45      N/A       N/A       
          8.50      N/A       N/A       
          8.55      N/A       N/A       
          8.60      N/A       N/A       
          8.65      N/A       N/A       
          8.70      N/A       N/A       
          8.75      N/A       N/A       
          8.80      N/A       N/A       
          8.85      N/A       N/A       
          8.90      N/A       N/A       
          8.95      N/A       N/A       
          9.00      N/A       N/A       
          9.05      N/A       N/A       
          9.10      N/A       N/A       
          9.15      N/A       N/A       
          9.20      N/A       N/A       
          9.25      N/A       N/A       
          9.30      N/A       N/A       
          9.35      N/A       N/A       
          9.40      N/A       N/A       
          9.45      N/A       N/A       
          9.50      N/A       N/A       
          9.55      N/A       N/A       
          9.60      N/A       N/A       
          9.65      N/A       N/A       
          9.70      N/A       N/A       
          9.75      N/A       N/A       
          9.80      N/A       N/A       
          9.85      N/A       N/A       
          9.90      N/A       N/A       
          9.95      N/A       N/A       
          10.00     N/A       N/A       
          10.05     N/A       N/A       
          10.10     N/A       N/A       
          10.15     N/A       N/A       
          10.20     N/A       N/A       
          10.25     N/A       N/A       
          10.30     N/A       N/A       
          10.35     N/A       N/A       
          10.40     N/A       N/A       
          10.45     N/A       N/A       
          10.50     N/A       N/A       
          10.55     N/A       N/A       
          10.60     N/A       N/A       
          10.65     N/A       N/A       
          10.70     N/A       N/A       
          10.75     N/A       N/A       
          10.80     N/A       N/A       
          10.85     N/A       N/A       
          10.90     N/A       N/A       
          10.95     N/A       N/A       
          11.00     N/A       N/A       
          11.05     N/A       N/A       
          11.10     N/A       N/A       
          11.15     N/A       N/A       
          11.20     N/A       N/A       
          11.25     N/A       N/A       
          11.30     N/A       N/A       
          11.35     N/A       N/A       
          11.40     N/A       N/A       
          11.45     N/A       N/A       
          11.50     N/A       N/A       
          11.55     N/A       N/A       
          11.60     N/A       N/A       
          11.65     N/A       N/A       
          11.70     N/A       N/A       
          11.75     N/A       N/A       
          11.80     N/A       N/A       
          11.85     N/A       N/A       
          11.90     N/A       N/A       
          11.95     N/A       N/A       
          12.00     N/A       N/A       
          12.05     N/A       N/A       
          12.10     N/A       N/A       
          12.15     N/A       N/A       
          12.20     N/A       N/A       
          12.25     N/A       N/A       
          12.30     N/A       N/A       
          12.35     N/A       N/A       
          12.40     N/A       N/A       
          12.45     N/A       N/A       
          12.50     N/A       14.62     
          12.55     N/A       15.00     
          12.60     N/A       15.38     
          12.65     2.48      15.76     
          12.70     2.49      16.14     
          12.75     2.50      16.52     
          12.80     2.51      16.89     
          12.85     N/A       N/A       
          12.90     2.53      17.58     
          12.95     2.54      17.92     
          13.00     2.54      18.27     
          13.05     2.55      18.61     
          13.10     2.55      18.93     
          13.15     2.54      19.25     
          13.20     2.54      19.57     
          13.25     N/A       N/A       
          13.30     2.51      20.19     
          13.35     2.50      20.50     
          13.40     2.48      20.78     
          13.45     2.47      21.05     
          13.50     2.45      21.33     
          13.55     2.44      21.60     
          13.60     2.42      21.88     
          13.65     N/A       N/A       
          13.70     2.39      22.38     
          13.75     2.37      22.63     
          13.80     2.35      22.88     
          13.85     2.31      23.12     
          13.90     2.26      23.35     
          13.95     2.19      23.59     
          14.00     2.12      23.82     
          14.05     N/A       N/A       
          14.10     1.88      24.24     
          14.15     1.73      24.44     
          14.20     1.56      24.64     
          14.25     1.38      24.82     
          14.30     1.18      24.91     
          14.35     0.97      25.00     
          14.40     0.76      25.09     
          14.45     0.55      25.13     
          14.50     0.34      25.15     
          14.55     0.15      25.13     
          14.60     -0.02     25.11     
          14.65     -0.19     25.09     
          14.70     -0.32     25.02     
          14.75     -0.43     24.94     
          14.80     -0.53     24.87     
          14.85     N/A       N/A       
          14.90     -0.65     24.71     
          14.95     -0.69     24.62     
          15.00     -0.71     24.53     
          15.05     -0.73     24.44     
          15.10     -0.74     24.36     
          15.15     -0.74     24.27     
          15.20     -0.74     24.18     
          15.25     N/A       N/A       
          15.30     -0.73     24.00     
          15.35     -0.73     23.92     
          15.40     -0.73     23.83     
          15.45     -0.73     23.74     
          15.50     -0.73     23.65     
          15.55     -0.73     23.56     
          15.60     -0.73     23.47     
          15.65     N/A       N/A       
          15.70     -0.72     23.29     
          15.75     -0.72     23.20     
          15.80     -0.71     23.11     
          15.85     -0.71     23.02     
          15.90     -0.71     22.93     
          15.95     -0.70     22.85     
          16.00     -0.70     22.76     
          16.05     N/A       N/A       
          16.10     -0.69     22.58     
          16.15     -0.68     22.49     
          16.20     -0.68     22.41     
          16.25     -0.68     22.32     
          16.30     -0.67     22.23     
          16.35     -0.67     22.15     
          16.40     -0.66     22.06     
          16.45     N/A       N/A       
          16.50     -0.65     21.88     
          16.55     -0.65     21.80     
          16.60     -0.64     21.71     
          16.65     -0.64     21.63     
          16.70     -0.63     21.54     
          16.75     -0.62     21.46     
          16.80     -0.62     21.37     
          16.85     -0.61     21.29     
          16.90     -0.60     21.21     
          16.95     -0.60     21.12     
          17.00     -0.59     21.04     
          17.05     -0.58     20.96     
          17.10     -0.58     20.88     
          17.15     -0.57     20.80     
          17.20     -0.57     20.72     
          17.25     N/A       N/A       
          17.30     -0.55     20.56     
          17.35     -0.54     20.48     
          17.40     -0.53     20.40     
          17.45     -0.52     20.33     
          17.50     -0.50     20.25     
          17.55     -0.48     20.18     
          17.60     -0.46     20.10     
          17.65     N/A       N/A       
          17.70     -0.41     19.97     
          17.75     -0.39     19.90     
          17.80     -0.36     19.84     
          17.85     -0.33     19.78     
          17.90     -0.31     19.73     
          17.95     -0.29     19.69     
          18.00     -0.26     19.65     
          18.05     N/A       N/A       
          18.10     -0.23     19.57     
          18.15     -0.22     19.54     
          18.20     -0.22     19.50     
          18.25     -0.21     19.46     
          18.30     -0.21     19.43     
          18.35     -0.22     19.39     
          18.40     -0.22     19.35     
          18.45     N/A       N/A       
          18.50     -0.23     19.26     
          18.55     -0.23     19.22     
          18.60     -0.24     19.18     
          18.65     -0.24     19.13     
          18.70     -0.24     19.09     
          18.75     -0.24     19.04     
          18.80     -0.25     19.00     
          18.85     -0.25     18.96     
          18.90     -0.25     18.91     
          18.95     -0.24     18.87     
          19.00     -0.24     18.83     
          19.05     -0.24     18.78     
          19.10     -0.23     18.74     
          19.15     -0.22     18.70     
          19.20     -0.21     18.65     
          19.25     N/A       N/A       
          19.30     -0.18     18.57     
          19.35     -0.17     18.53     
          19.40     -0.15     18.49     
          19.45     -0.12     18.45     
          19.50     -0.10     18.43     
          19.55     -0.08     18.41     
          19.60     -0.05     18.39     
          19.65     N/A       N/A       
          19.70     0.00      18.36     
          19.75     0.03      18.35     
          19.80     0.06      18.35     
          19.85     0.09      18.35     
          19.90     0.12      18.35     
          19.95     0.14      18.35     
          20.00     0.17      18.35     
          20.05     N/A       N/A       
          20.10     0.23      18.39     
          20.15     0.25      18.41     
          20.20     0.28      18.44     
          20.25     0.31      18.46     
          20.30     0.33      18.49     
          20.35     0.35      18.53     
          20.40     0.37      18.57     
          20.45     N/A       N/A       
          20.50     0.40      18.66     
          20.55     0.41      18.71     
          20.60     0.42      18.76     
          20.65     0.42      18.80     
          20.70     0.43      18.85     
          20.75     0.42      18.90     
          20.80     0.42      18.94     
          20.85     0.42      18.99     
          20.90     0.41      19.03     
          20.95     0.40      19.07     
          21.00     0.39      19.11     
          21.05     0.38      19.15     
          21.10     0.37      19.19     
          21.15     0.36      19.22     
          21.20     0.35      19.26     
          21.25     N/A       N/A       
          21.30     0.33      19.32     
          21.35     0.32      19.36     
          21.40     0.31      19.38     
          21.45     0.30      19.41     
          21.50     0.29      19.44     
          21.55     0.28      19.46     
          21.60     0.27      19.48     
          21.65     N/A       N/A       
          21.70     0.25      19.52     
          21.75     0.24      19.54     
          21.80     0.24      19.56     
          21.85     0.23      19.57     
          21.90     0.23      19.59     
          21.95     0.23      19.61     
          22.00     0.22      19.62     
          22.05     N/A       N/A       
          22.10     0.22      19.66     
          22.15     0.22      19.67     
          22.20     0.22      19.69     
          22.25     0.22      19.70     
          22.30     0.21      19.72     
          22.35     0.21      19.74     
          22.40     0.21      19.75     
          22.45     N/A       N/A       
          22.50     0.20      19.78     
          22.55     0.20      19.79     
          22.60     0.19      19.81     
          22.65     0.19      19.82     
          22.70     0.19      19.83     
          22.75     0.18      19.84     
          22.80     0.18      19.85     
          22.85     0.18      19.86     
          22.90     0.17      19.87     
          22.95     0.16      19.88     
          23.00     0.16      19.89     
          23.05     0.15      19.90     
          23.10     0.14      19.90     
          23.15     0.12      19.91     
          23.20     0.11      19.92     
          23.25     N/A       N/A       
          23.30     0.08      19.92     
          23.35     0.06      19.92     
          23.40     0.04      19.92     
          23.45     0.03      19.91     
          23.50     0.01      19.90     
          23.55     -0.01     19.88     
          23.60     -0.02     19.86     
          23.65     N/A       N/A       
          23.70     -0.05     19.82     
          23.75     -0.06     19.80     
          23.80     -0.07     19.78     
          23.85     -0.07     19.76     
          23.90     -0.07     19.74     
          23.95     -0.08     19.72     
          24.00     -0.08     19.70     
          24.05     N/A       N/A       
          24.10     -0.07     19.65     
          24.15     -0.07     19.63     
          24.20     -0.07     19.61     
          24.25     -0.07     19.59     
          24.30     -0.07     19.57     
          24.35     -0.07     19.55     
          24.40     -0.07     19.53     
          24.45     N/A       N/A       
          24.50     -0.07     19.49     
          24.55     -0.07     19.47     
          24.60     -0.07     19.45     
          24.65     -0.07     19.43     
          24.70     -0.07     19.41     
          24.75     -0.06     19.39     
          24.80     -0.06     19.37     
          24.85     -0.06     19.35     
          24.90     -0.06     19.33     
          24.95     -0.06     19.31     
          25.00     -0.06     19.29     
          25.05     -0.07     19.27     
          25.10     -0.10     19.25     
          25.15     -0.13     19.23     
          25.20     -0.17     19.21     
          25.25     N/A       N/A       
          25.30     -0.29     19.16     
          25.35     -0.36     19.11     
          25.40     -0.45     19.06     
          25.45     -0.55     19.00     
          25.50     -0.65     18.95     
          25.55     -0.75     18.87     
          25.60     -0.85     18.78     
          25.65     N/A       N/A       
          25.70     -1.03     18.40     
          25.75     -1.10     18.21     
          25.80     -1.16     18.02     
          25.85     -1.22     17.83     
          25.90     -1.25     17.63     
          25.95     -1.27     17.43     
          26.00     -1.29     17.23     
          26.05     N/A       N/A       
          26.10     -1.28     16.83     
          26.15     -1.27     16.64     
          26.20     -1.25     16.44     
          26.25     -1.23     16.24     
          26.30     -1.21     16.04     
          26.35     -1.19     15.84     
          26.40     -1.17     15.65     
          26.45     N/A       N/A       
          26.50     -1.14     15.25     
          26.55     -1.12     15.05     
          26.60     -1.11     14.86     
          26.65     -1.09     14.66     
          26.70     -1.08     14.47     
          26.75     -1.07     14.27     
          26.80     -1.05     14.07     
          26.85     -1.03     13.88     
          26.90     -1.02     13.68     
          26.95     -1.00     13.49     
          27.00     -0.98     13.30     
          27.05     -0.97     13.10     
          27.10     -0.95     12.91     
          27.15     -0.93     12.71     
          27.20     -0.92     12.52     
          27.25     N/A       N/A       
          27.30     -0.89     12.14     
          27.35     -0.87     11.94     
          27.40     -0.86     11.75     
          27.45     -0.84     11.56     
          27.50     -0.83     11.37     
          27.55     -0.81     11.18     
          27.60     -0.80     10.99     
          27.65     N/A       N/A       
          27.70     -0.77     10.61     
          27.75     -0.75     10.42     
          27.80     -0.74     10.23     
          27.85     -0.72     10.04     
          27.90     -0.71     9.85      
          27.95     -0.69     9.66      
          28.00     -0.68     9.48      
          28.05     N/A       N/A       
          28.10     -0.65     9.10      
          28.15     -0.63     8.91      
          28.20     -0.62     8.72      
          28.25     -0.60     8.54      
          28.30     -0.58     8.36      
          28.35     -0.57     8.18      
          28.40     -0.55     8.00      
          28.45     N/A       N/A       
          28.50     -0.51     7.64      
          28.55     -0.50     7.46      
          28.60     -0.48     7.27      
          28.65     -0.46     7.09      
          28.70     -0.44     6.91      
          28.75     -0.42     6.73      
          28.80     -0.40     6.55      
          28.85     -0.39     6.37      
          28.90     -0.37     6.20      
          28.95     -0.35     6.06      
          29.00     -0.33     5.94      
          29.05     -0.32     5.81      
          29.10     -0.30     5.68      
          29.15     -0.29     5.55      
          29.20     -0.27     5.42      
          29.25     N/A       N/A       
          29.30     -0.25     5.17      
          29.35     -0.24     5.04      
          29.40     -0.23     4.91      
          29.45     -0.21     4.79      
          29.50     -0.20     4.66      
          29.55     -0.19     4.53      
          29.60     -0.18     4.40      
          29.65     N/A       N/A       
          29.70     -0.16     4.15      
          29.75     -0.15     4.02      
          29.80     -0.14     3.89      
          29.85     -0.13     3.77      
          29.90     -0.13     3.64      
          29.95     -0.12     3.51      
          30.00     -0.11     3.38      
          30.05     N/A       N/A       
          30.10     -0.10     3.13      
          30.15     -0.09     3.00      
          30.20     -0.08     2.89      
          30.25     -0.08     2.80      
          30.30     -0.07     2.78      
          30.35     -0.07     2.75      
          30.40     -0.06     2.73      
          30.45     N/A       N/A       
          30.50     -0.06     2.67      
          30.55     -0.05     2.65      
          30.60     -0.05     2.62      
          30.65     -0.05     2.60      
          30.70     -0.04     2.57      
          30.75     -0.04     2.54      
          30.80     -0.04     2.52      
          30.85     -0.03     2.49      
          30.90     -0.03     2.47      
          30.95     -0.03     2.44      
          31.00     -0.02     2.41      
          31.05     -0.02     2.39      
          31.10     -0.02     2.36      
          31.15     -0.02     2.34      
          31.20     -0.01     2.31      
          31.25     N/A       N/A       
          31.30     -0.01     2.26      
          31.35     -0.01     2.23      
          31.40     0.00      2.21      
          31.45     0.00      2.18      
          31.50     0.00      2.15      
          31.55     0.00      2.13      
          31.60     0.01      2.10      
          31.65     N/A       N/A       
          31.70     0.01      2.05      
          31.75     0.01      2.02      
          31.80     0.01      2.00      
          31.85     0.01      1.97      
          31.90     0.02      1.95      
          31.95     0.02      1.92      
          32.00     0.02      1.89      
          32.05     N/A       N/A       
          32.10     0.02      1.84      
          32.15     0.02      1.82      
          32.20     0.03      1.79      
          32.25     0.03      1.76      
          32.30     0.03      1.74      
          32.35     0.03      1.71      
          32.40     0.03      1.69      
          32.45     N/A       N/A       
          32.50     0.03      1.63      
          32.55     0.03      1.61      
          32.60     0.03      1.58      
          32.65     0.03      1.56      
          32.70     0.04      1.53      
          32.75     0.04      1.50      
          32.80     0.04      1.48      
          32.85     N/A       N/A       
          32.90     0.04      1.42      
          32.95     0.04      1.40      
          33.00     0.04      1.37      
          33.05     0.04      1.35      
          33.10     0.04      1.32      
          33.15     0.04      1.29      
          33.20     0.04      1.27      
          33.25     N/A       N/A       
          33.30     0.04      1.22      
          33.35     0.04      1.19      
          33.40     0.04      1.16      
          33.45     0.04      1.14      
          33.50     0.04      1.11      
          33.55     0.05      1.09      
          33.60     0.05      1.06      
          33.65     0.05      1.03      
          33.70     0.05      1.01      
          33.75     0.06      0.98      
          33.80     0.06      1.13      
          33.85     0.07      1.32      
          33.90     0.08      1.55      
          33.95     0.09      1.78      
          34.00     0.10      2.01      
          34.05     N/A       N/A       
          34.10     0.13      2.47      
          34.15     0.14      2.69      
          34.20     0.16      2.92      
          34.25     0.17      3.15      
          34.30     0.19      3.38      
          34.35     0.21      3.61      
          34.40     0.22      3.84      
          34.45     N/A       N/A       
          34.50     0.25      4.30      
          34.55     0.27      4.53      
          34.60     0.29      4.76      
          34.65     0.31      4.99      
          34.70     0.33      5.22      
          34.75     0.35      5.44      
          34.80     0.37      5.67      
          34.85     N/A       N/A       
          34.90     0.41      6.13      
          34.95     0.44      6.36      
          35.00     0.46      6.59      
          35.05     0.48      6.82      
          35.10     0.50      7.05      
          35.15     0.52      7.28      
          35.20     0.54      7.51      
          35.25     N/A       N/A       
          35.30     0.59      7.97      
          35.35     0.61      8.19      
          35.40     0.64      8.42      
          35.45     0.67      8.65      
          35.50     0.70      8.88      
          35.55     0.73      9.11      
          35.60     0.76      9.34      
          35.65     0.79      9.57      
          35.70     0.83      9.80      
          35.75     0.85      10.03     
          35.80     0.88      10.26     
          35.85     0.90      10.49     
          35.90     0.92      10.72     
          35.95     0.93      10.94     
          36.00     0.95      11.17     
          36.05     N/A       N/A       
          36.10     1.01      11.63     
          36.15     1.06      11.86     
          36.20     1.15      12.09     
          36.25     1.25      12.32     
          36.30     1.39      12.55     
          36.35     1.57      12.78     
          36.40     1.77      13.01     
          36.45     N/A       N/A       
          36.50     2.30      13.47     
          36.55     2.61      13.69     
          36.60     2.94      14.12     
          36.65     3.29      14.64     
          36.70     3.65      15.35     
          36.75     4.00      16.06     
          36.80     4.36      16.77     
          36.85     N/A       N/A       
          36.90     5.01      18.19     
          36.95     5.31      18.90     
          37.00     5.58      19.61     
          37.05     5.84      20.31     
          37.10     6.06      21.02     
          37.15     6.27      21.72     
          37.20     6.46      22.43     
          37.25     N/A       N/A       
          37.30     6.76      23.83     
          37.35     6.88      24.53     
          37.40     6.98      25.22     
          37.45     7.07      25.91     
          37.50     7.14      26.59     
          37.55     7.18      27.27     
          37.60     7.22      27.94     
          37.65     7.22      28.56     
          37.70     7.22      29.18     
          37.75     7.20      29.80     
          37.80     7.18      30.38     
          37.85     7.15      30.94     
          37.90     7.12      31.49     
          37.95     7.10      32.02     
          38.00     7.09      32.54     
          38.05     N/A       N/A       
          38.10     7.11      33.56     
          38.15     7.14      34.06     
          38.20     7.19      34.56     
          38.25     7.24      35.06     
          38.30     7.31      35.55     
          38.35     7.39      36.05     
          38.40     7.47      36.55     
          38.45     N/A       N/A       
          38.50     7.61      37.54     
          38.55     7.67      38.03     
          38.60     7.71      38.53     
          38.65     7.75      39.02     
          38.70     7.77      39.51     
          38.75     7.78      39.99     
          38.80     7.78      40.47     
          38.85     N/A       N/A       
          38.90     7.77      41.37     
          38.95     7.75      41.81     
          39.00     7.75      42.25     
          39.05     7.74      42.69     
          39.10     7.75      43.12     
          39.15     7.76      43.54     
          39.20     7.78      43.97     
          39.25     N/A       N/A       
          39.30     7.85      44.82     
          39.35     7.89      45.24     
          39.40     7.93      45.65     
          39.45     7.96      46.07     
          39.50     8.00      46.48     
          39.55     8.02      46.89     
          39.60     8.04      47.30     
          39.65     8.04      47.71     
          39.70     8.03      48.11     
          39.75     8.00      48.52     
          39.80     7.96      48.92     
          39.85     7.91      49.32     
          39.90     7.84      49.71     
          39.95     7.78      50.09     
          40.00     7.70      50.46     
          40.05     N/A       N/A       
          40.10     7.57      51.16     
          40.15     7.51      51.50     
          40.20     7.47      51.83     
          40.25     7.43      52.16     
          40.30     7.41      52.49     
          40.35     7.40      52.82     
          40.40     7.40      53.15     
          40.45     N/A       N/A       
          40.50     7.44      53.81     
          40.55     7.47      54.14     
          40.60     7.50      54.46     
          40.65     7.54      54.79     
          40.70     7.58      55.12     
          40.75     7.61      55.45     
          40.80     7.65      55.77     
          40.85     N/A       N/A       
          40.90     7.71      56.41     
          40.95     7.74      56.73     
          41.00     7.76      57.05     
          41.05     7.78      57.37     
          41.10     7.79      57.69     
          41.15     7.79      58.01     
          41.20     7.78      58.33     
          41.25     N/A       N/A       
          41.30     7.71      58.96     
          41.35     7.66      59.28     
          41.40     7.57      59.59     
          41.45     7.47      59.89     
          41.50     7.33      60.20     
          41.55     7.18      60.48     
          41.60     7.00      60.76     
          41.65     6.79      61.01     
          41.70     6.56      61.25     
          41.75     6.31      61.50     
          41.80     6.03      61.75     
          41.85     5.75      61.99     
          41.90     5.45      62.20     
          41.95     5.13      62.40     
          42.00     4.82      62.58     
          42.05     N/A       N/A       
          42.10     4.16      62.90     
          42.15     3.84      63.02     
          42.20     3.52      63.13     
          42.25     3.21      63.24     
          42.30     2.92      63.35     
          42.35     2.63      63.44     
          42.40     2.36      63.52     
          42.45     N/A       N/A       
          42.50     1.90      63.64     
          42.55     1.70      63.69     
          42.60     1.53      63.72     
          42.65     1.38      63.75     
          42.70     1.26      63.77     
          42.75     1.17      63.79     
          42.80     1.08      63.81     
          42.85     N/A       N/A       
          42.90     0.98      63.84     
          42.95     0.95      63.86     
          43.00     0.93      63.88     
          43.05     0.91      63.90     
          43.10     0.89      63.92     
          43.15     0.87      63.93     
          43.20     0.84      63.95     
          43.25     N/A       N/A       
          43.30     0.78      63.98     
          43.35     0.74      63.99     
          43.40     0.69      64.00     
          43.45     0.65      64.01     
          43.50     0.60      64.01     
          43.55     0.54      64.01     
          43.60     0.49      64.01     
          43.65     0.44      64.01     
          43.70     0.40      64.00     
          43.75     0.35      64.00     
          43.80     0.31      64.00     
          43.85     0.27      63.99     
          43.90     0.24      63.98     
          43.95     0.20      63.97     
          44.00     0.16      63.96     
          44.05     N/A       N/A       
          44.10     0.09      63.92     
          44.15     0.05      63.91     
          44.20     0.01      63.89     
          44.25     -0.03     63.87     
          44.30     -0.07     63.85     
          44.35     -0.11     63.83     
          44.40     -0.15     63.81     
          44.45     N/A       N/A       
          44.50     -0.23     63.75     
          44.55     -0.27     63.72     
          44.60     -0.30     63.69     
          44.65     -0.33     63.66     
          44.70     -0.36     63.62     
          44.75     -0.39     63.59     
          44.80     -0.42     63.55     
          44.85     N/A       N/A       
          44.90     -0.47     63.48     
          44.95     -0.50     63.44     
          45.00     -0.53     63.40     
          45.05     -0.56     63.36     
          45.10     -0.59     63.32     
          45.15     -0.62     63.28     
          45.20     -0.65     63.24     
          45.25     N/A       N/A       
          45.30     -0.71     63.15     
          45.35     -0.74     63.10     
          45.40     -0.76     63.05     
          45.45     -0.79     63.00     
          45.50     -0.80     62.94     
          45.55     -0.82     62.89     
          45.60     -0.83     62.84     
          45.65     -0.84     62.78     
          45.70     -0.85     62.73     
          45.75     -0.86     62.68     
          45.80     -0.86     62.63     
          45.85     -0.86     62.58     
          45.90     -0.85     62.52     
          45.95     -0.84     62.47     
          46.00     -0.83     62.42     
          46.05     N/A       N/A       
          46.10     -0.80     62.31     
          46.15     -0.78     62.26     
          46.20     -0.76     62.21     
          46.25     -0.73     62.16     
          46.30     -0.71     62.11     
          46.35     -0.68     62.06     
          46.40     -0.66     62.02     
          46.45     N/A       N/A       
          46.50     -0.62     61.93     
          46.55     -0.60     61.89     
          46.60     -0.59     61.85     
          46.65     -0.57     61.81     
          46.70     -0.56     61.77     
          46.75     -0.54     61.73     
          46.80     -0.52     61.69     
          46.85     N/A       N/A       
          46.90     -0.48     61.61     
          46.95     -0.46     61.57     
          47.00     -0.43     61.53     
          47.05     -0.40     61.49     
          47.10     -0.37     61.45     
          47.15     -0.35     61.41     
          47.20     -0.32     61.38     
          47.25     N/A       N/A       
          47.30     -0.28     61.33     
          47.35     -0.27     61.30     
          47.40     -0.25     61.28     
          47.45     -0.24     61.25     
          47.50     -0.22     61.22     
          47.55     -0.19     61.20     
          47.60     -0.16     61.17     
          47.65     -0.11     61.15     
          47.70     -0.04     61.12     
          47.75     0.03      61.09     
          47.80     0.12      61.06     
          47.85     0.22      61.03     
          47.90     0.33      61.02     
          47.95     0.44      61.01     
          48.00     0.56      61.02     
          48.05     N/A       N/A       
          48.10     0.77      61.06     
          48.15     0.86      61.08     
          48.20     0.94      61.11     
          48.25     1.00      61.13     
          48.30     1.04      61.16     
          48.35     1.07      61.18     
          48.40     1.09      61.21     
          48.45     N/A       N/A       
          48.50     1.08      61.26     
          48.55     1.06      61.29     
          48.60     1.04      61.31     
          48.65     1.02      61.33     
          48.70     1.00      61.35     
          48.75     0.99      61.37     
          48.80     0.98      61.39     
